id,id_v2,metric,scope,category,level,question_type,question,answer_status,answer_type,answer,eval_answer,unknown_reason,evidence,scenario,query_contract,verification_contract,oracle_source,verification_status,quarantine_reason,pipeline_version,files
ROUTING_TABLE_ENTRY_COUNT_leaf8,routing_table_entry_count:a81bf37e92,routing_table_entry_count,"{""type"": ""DEVICE"", ""host"": ""leaf8""}",System_Inventory,L1,unknown,leaf8 장비의 라우팅 테이블 엔트리는 총 몇 개입니까? [답변 형식: integer],OK,number,5,5,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""routing_table_entry_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf8""}}",,,,hybrid,pending,,e96a0b16,['leaf8.cfg']
ROUTING_TABLE_ENTRY_COUNT_p4,routing_table_entry_count:8eb660897d,routing_table_entry_count,"{""type"": ""DEVICE"", ""host"": ""p4""}",System_Inventory,L1,unknown,p4 장비의 라우팅 테이블 엔트리는 총 몇 개입니까? [답변 형식: integer],OK,number,6,6,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""routing_table_entry_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p4""}}",,,,hybrid,pending,,e96a0b16,['p4.cfg']
ROUTING_TABLE_ENTRY_COUNT_p6,routing_table_entry_count:e05ff65dc3,routing_table_entry_count,"{""type"": ""DEVICE"", ""host"": ""p6""}",System_Inventory,L1,unknown,p6 장비의 라우팅 테이블 엔트리는 총 몇 개입니까? [답변 형식: integer],OK,number,6,6,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""routing_table_entry_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p6""}}",,,,hybrid,pending,,e96a0b16,['p6.cfg']
ROUTING_TABLE_ENTRY_COUNT_asbr2,routing_table_entry_count:43e487a8cc,routing_table_entry_count,"{""type"": ""DEVICE"", ""host"": ""asbr2""}",System_Inventory,L1,unknown,asbr2 장비의 라우팅 테이블 엔트리는 총 몇 개입니까? [답변 형식: integer],OK,number,7,7,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""routing_table_entry_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""asbr2""}}",,,,hybrid,pending,,e96a0b16,['asbr2.cfg']
ROUTING_TABLE_ENTRY_COUNT_pe3,routing_table_entry_count:6ad90347c4,routing_table_entry_count,"{""type"": ""DEVICE"", ""host"": ""pe3""}",System_Inventory,L1,unknown,pe3 장비의 라우팅 테이블 엔트리는 총 몇 개입니까? [답변 형식: integer],OK,number,6,6,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""routing_table_entry_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe3""}}",,,,hybrid,pending,,e96a0b16,['pe3.cfg']
ROUTING_TABLE_ENTRY_COUNT_pe2,routing_table_entry_count:3603999311,routing_table_entry_count,"{""type"": ""DEVICE"", ""host"": ""pe2""}",System_Inventory,L1,unknown,pe2 장비의 라우팅 테이블 엔트리는 총 몇 개입니까? [답변 형식: integer],OK,number,7,7,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""routing_table_entry_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe2""}}",,,,hybrid,pending,,e96a0b16,['pe2.cfg']
ROUTING_TABLE_ENTRY_COUNT_p7,routing_table_entry_count:51589f45e8,routing_table_entry_count,"{""type"": ""DEVICE"", ""host"": ""p7""}",System_Inventory,L1,unknown,p7 장비의 라우팅 테이블 엔트리는 총 몇 개입니까? [답변 형식: integer],OK,number,6,6,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""routing_table_entry_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p7""}}",,,,hybrid,pending,,e96a0b16,['p7.cfg']
ROUTING_TABLE_ENTRY_COUNT_p9,routing_table_entry_count:4636d19a52,routing_table_entry_count,"{""type"": ""DEVICE"", ""host"": ""p9""}",System_Inventory,L1,unknown,p9 장비의 라우팅 테이블 엔트리는 총 몇 개입니까? [답변 형식: integer],OK,number,6,6,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""routing_table_entry_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p9""}}",,,,hybrid,pending,,e96a0b16,['p9.cfg']
ROUTING_TABLE_ENTRY_COUNT_leaf4,routing_table_entry_count:45a2dbebe1,routing_table_entry_count,"{""type"": ""DEVICE"", ""host"": ""leaf4""}",System_Inventory,L1,unknown,leaf4 장비의 라우팅 테이블 엔트리는 총 몇 개입니까? [답변 형식: integer],OK,number,5,5,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""routing_table_entry_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf4""}}",,,,hybrid,pending,,e96a0b16,['leaf4.cfg']
ROUTING_TABLE_ENTRY_COUNT_leaf11,routing_table_entry_count:1bde0c35ac,routing_table_entry_count,"{""type"": ""DEVICE"", ""host"": ""leaf11""}",System_Inventory,L1,unknown,leaf11 장비의 라우팅 테이블 엔트리는 총 몇 개입니까? [답변 형식: integer],OK,number,5,5,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""routing_table_entry_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf11""}}",,,,hybrid,pending,,e96a0b16,['leaf11.cfg']
ROUTING_TABLE_ENTRY_COUNT_leaf2,routing_table_entry_count:6e35c43dba,routing_table_entry_count,"{""type"": ""DEVICE"", ""host"": ""leaf2""}",System_Inventory,L1,unknown,leaf2 장비의 라우팅 테이블 엔트리는 총 몇 개입니까? [답변 형식: integer],OK,number,5,5,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""routing_table_entry_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf2""}}",,,,hybrid,pending,,e96a0b16,['leaf2.cfg']
ROUTING_TABLE_ENTRY_COUNT_leaf15,routing_table_entry_count:f52655ad5e,routing_table_entry_count,"{""type"": ""DEVICE"", ""host"": ""leaf15""}",System_Inventory,L1,unknown,leaf15 장비의 라우팅 테이블 엔트리는 총 몇 개입니까? [답변 형식: integer],OK,number,5,5,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""routing_table_entry_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf15""}}",,,,hybrid,pending,,e96a0b16,['leaf15.cfg']
ROUTING_TABLE_ENTRY_COUNT_pe8,routing_table_entry_count:aa85c6d59c,routing_table_entry_count,"{""type"": ""DEVICE"", ""host"": ""pe8""}",System_Inventory,L1,unknown,pe8 장비의 라우팅 테이블 엔트리는 총 몇 개입니까? [답변 형식: integer],OK,number,7,7,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""routing_table_entry_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe8""}}",,,,hybrid,pending,,e96a0b16,['pe8.cfg']
ROUTING_TABLE_ENTRY_COUNT_asbr1,routing_table_entry_count:1e9e9c7f7a,routing_table_entry_count,"{""type"": ""DEVICE"", ""host"": ""asbr1""}",System_Inventory,L1,unknown,asbr1 장비의 라우팅 테이블 엔트리는 총 몇 개입니까? [답변 형식: integer],OK,number,7,7,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""routing_table_entry_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""asbr1""}}",,,,hybrid,pending,,e96a0b16,['asbr1.cfg']
ROUTING_TABLE_ENTRY_COUNT_p3,routing_table_entry_count:40d255b5d8,routing_table_entry_count,"{""type"": ""DEVICE"", ""host"": ""p3""}",System_Inventory,L1,unknown,p3 장비의 라우팅 테이블 엔트리는 총 몇 개입니까? [답변 형식: integer],OK,number,6,6,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""routing_table_entry_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p3""}}",,,,hybrid,pending,,e96a0b16,['p3.cfg']
ROUTING_TABLE_ENTRY_COUNT_p1,routing_table_entry_count:980d4425bd,routing_table_entry_count,"{""type"": ""DEVICE"", ""host"": ""p1""}",System_Inventory,L1,unknown,p1 장비의 라우팅 테이블 엔트리는 총 몇 개입니까? [답변 형식: integer],OK,number,6,6,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""routing_table_entry_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p1""}}",,,,hybrid,pending,,e96a0b16,['p1.cfg']
SSH_VERSION_TEXT_leaf5,ssh_version_text:c889ccb7cb,ssh_version_text,"{""type"": ""DEVICE"", ""host"": ""leaf5""}",Security_Inventory,L1,unknown,leaf5 장비의 SSH 버전은 무엇입니까? [답변 형식: exact value],OK,text,"""2""",2,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""ssh_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf5""}}",,,,hybrid,pending,,e96a0b16,['leaf5.cfg']
SSH_VERSION_TEXT_p12,ssh_version_text:44a0a3a308,ssh_version_text,"{""type"": ""DEVICE"", ""host"": ""p12""}",Security_Inventory,L1,unknown,p12 장비의 SSH 버전은 무엇입니까? [답변 형식: exact value],OK,text,"""2""",2,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""ssh_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p12""}}",,,,hybrid,pending,,e96a0b16,['p12.cfg']
SSH_VERSION_TEXT_pe5,ssh_version_text:cf50209904,ssh_version_text,"{""type"": ""DEVICE"", ""host"": ""pe5""}",Security_Inventory,L1,unknown,pe5 장비의 SSH 버전은 무엇입니까? [답변 형식: exact value],OK,text,"""2""",2,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""ssh_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe5""}}",,,,hybrid,pending,,e96a0b16,['pe5.cfg']
SSH_VERSION_TEXT_p7,ssh_version_text:51589f45e8,ssh_version_text,"{""type"": ""DEVICE"", ""host"": ""p7""}",Security_Inventory,L1,unknown,p7 장비의 SSH 버전은 무엇입니까? [답변 형식: exact value],OK,text,"""2""",2,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""ssh_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p7""}}",,,,hybrid,pending,,e96a0b16,['p7.cfg']
SSH_VERSION_TEXT_leaf12,ssh_version_text:5e0abb2272,ssh_version_text,"{""type"": ""DEVICE"", ""host"": ""leaf12""}",Security_Inventory,L1,unknown,leaf12 장비의 SSH 버전은 무엇입니까? [답변 형식: exact value],OK,text,"""2""",2,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""ssh_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf12""}}",,,,hybrid,pending,,e96a0b16,['leaf12.cfg']
SSH_VERSION_TEXT_leaf1,ssh_version_text:f3e677391b,ssh_version_text,"{""type"": ""DEVICE"", ""host"": ""leaf1""}",Security_Inventory,L1,unknown,leaf1 장비의 SSH 버전은 무엇입니까? [답변 형식: exact value],OK,text,"""2""",2,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""ssh_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf1""}}",,,,hybrid,pending,,e96a0b16,['leaf1.cfg']
SSH_VERSION_TEXT_leaf8,ssh_version_text:a81bf37e92,ssh_version_text,"{""type"": ""DEVICE"", ""host"": ""leaf8""}",Security_Inventory,L1,unknown,leaf8 장비의 SSH 버전은 무엇입니까? [답변 형식: exact value],OK,text,"""2""",2,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""ssh_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf8""}}",,,,hybrid,pending,,e96a0b16,['leaf8.cfg']
SSH_VERSION_TEXT_leaf3,ssh_version_text:6a7c231d8b,ssh_version_text,"{""type"": ""DEVICE"", ""host"": ""leaf3""}",Security_Inventory,L1,unknown,leaf3 장비의 SSH 버전은 무엇입니까? [답변 형식: exact value],OK,text,"""2""",2,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""ssh_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf3""}}",,,,hybrid,pending,,e96a0b16,['leaf3.cfg']
SSH_VERSION_TEXT_p4,ssh_version_text:8eb660897d,ssh_version_text,"{""type"": ""DEVICE"", ""host"": ""p4""}",Security_Inventory,L1,unknown,p4 장비의 SSH 버전은 무엇입니까? [답변 형식: exact value],OK,text,"""2""",2,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""ssh_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p4""}}",,,,hybrid,pending,,e96a0b16,['p4.cfg']
SSH_VERSION_TEXT_pe2,ssh_version_text:3603999311,ssh_version_text,"{""type"": ""DEVICE"", ""host"": ""pe2""}",Security_Inventory,L1,unknown,pe2 장비의 SSH 버전은 무엇입니까? [답변 형식: exact value],OK,text,"""2""",2,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""ssh_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe2""}}",,,,hybrid,pending,,e96a0b16,['pe2.cfg']
SSH_VERSION_TEXT_p6,ssh_version_text:e05ff65dc3,ssh_version_text,"{""type"": ""DEVICE"", ""host"": ""p6""}",Security_Inventory,L1,unknown,p6 장비의 SSH 버전은 무엇입니까? [답변 형식: exact value],OK,text,"""2""",2,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""ssh_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p6""}}",,,,hybrid,pending,,e96a0b16,['p6.cfg']
SSH_VERSION_TEXT_leaf11,ssh_version_text:1bde0c35ac,ssh_version_text,"{""type"": ""DEVICE"", ""host"": ""leaf11""}",Security_Inventory,L1,unknown,leaf11 장비의 SSH 버전은 무엇입니까? [답변 형식: exact value],OK,text,"""2""",2,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""ssh_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf11""}}",,,,hybrid,pending,,e96a0b16,['leaf11.cfg']
SSH_VERSION_TEXT_leaf14,ssh_version_text:1b105199e1,ssh_version_text,"{""type"": ""DEVICE"", ""host"": ""leaf14""}",Security_Inventory,L1,unknown,leaf14 장비의 SSH 버전은 무엇입니까? [답변 형식: exact value],OK,text,"""2""",2,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""ssh_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf14""}}",,,,hybrid,pending,,e96a0b16,['leaf14.cfg']
SSH_VERSION_TEXT_pe4,ssh_version_text:a2fc790735,ssh_version_text,"{""type"": ""DEVICE"", ""host"": ""pe4""}",Security_Inventory,L1,unknown,pe4 장비의 SSH 버전은 무엇입니까? [답변 형식: exact value],OK,text,"""2""",2,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""ssh_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe4""}}",,,,hybrid,pending,,e96a0b16,['pe4.cfg']
SSH_VERSION_TEXT_pe7,ssh_version_text:d2a3d09688,ssh_version_text,"{""type"": ""DEVICE"", ""host"": ""pe7""}",Security_Inventory,L1,unknown,pe7 장비의 SSH 버전은 무엇입니까? [답변 형식: exact value],OK,text,"""2""",2,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""ssh_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe7""}}",,,,hybrid,pending,,e96a0b16,['pe7.cfg']
SSH_VERSION_TEXT_pe8,ssh_version_text:aa85c6d59c,ssh_version_text,"{""type"": ""DEVICE"", ""host"": ""pe8""}",Security_Inventory,L1,unknown,pe8 장비의 SSH 버전은 무엇입니까? [답변 형식: exact value],OK,text,"""2""",2,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""ssh_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe8""}}",,,,hybrid,pending,,e96a0b16,['pe8.cfg']
SSH_VERSION_TEXT_leaf10,ssh_version_text:6c269c1b4e,ssh_version_text,"{""type"": ""DEVICE"", ""host"": ""leaf10""}",Security_Inventory,L1,unknown,leaf10 장비의 SSH 버전은 무엇입니까? [답변 형식: exact value],OK,text,"""2""",2,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""ssh_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf10""}}",,,,hybrid,pending,,e96a0b16,['leaf10.cfg']
SSH_VERSION_TEXT_p8,ssh_version_text:d61ee73c24,ssh_version_text,"{""type"": ""DEVICE"", ""host"": ""p8""}",Security_Inventory,L1,unknown,p8 장비의 SSH 버전은 무엇입니까? [답변 형식: exact value],OK,text,"""2""",2,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""ssh_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p8""}}",,,,hybrid,pending,,e96a0b16,['p8.cfg']
SSH_VERSION_TEXT_fw2,ssh_version_text:f8aaadadd9,ssh_version_text,"{""type"": ""DEVICE"", ""host"": ""fw2""}",Security_Inventory,L1,unknown,fw2 장비의 SSH 버전은 무엇입니까? [답변 형식: exact value],OK,text,"""2""",2,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""ssh_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""fw2""}}",,,,hybrid,pending,,e96a0b16,['fw2.cfg']
SSH_VERSION_TEXT_asbr1,ssh_version_text:1e9e9c7f7a,ssh_version_text,"{""type"": ""DEVICE"", ""host"": ""asbr1""}",Security_Inventory,L1,unknown,asbr1 장비의 SSH 버전은 무엇입니까? [답변 형식: exact value],OK,text,"""2""",2,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""ssh_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""asbr1""}}",,,,hybrid,pending,,e96a0b16,['asbr1.cfg']
AAA_AUTHENTICATION_METHOD_p6,aaa_authentication_method:e05ff65dc3,aaa_authentication_method,"{""type"": ""DEVICE"", ""host"": ""p6""}",Security_Inventory,L1,unknown,"p6 장비의 AAA 인증 방식은 무엇입니까? [답변 형식: one of local, tacacs+, radius, or NOT_CONFIGURED]",NOT_CONFIGURED,text,null,NOT_CONFIGURED,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""aaa_authentication_method"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p6""}}",,,,hybrid,pending,,e96a0b16,['p6.cfg']
AAA_AUTHENTICATION_METHOD_asbr2,aaa_authentication_method:43e487a8cc,aaa_authentication_method,"{""type"": ""DEVICE"", ""host"": ""asbr2""}",Security_Inventory,L1,unknown,"asbr2 장비의 AAA 인증 방식은 무엇입니까? [답변 형식: one of local, tacacs+, radius, or NOT_CONFIGURED]",OK,text,"""local""",local,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""aaa_authentication_method"", ""scope"": {""type"": ""DEVICE"", ""host"": ""asbr2""}}",,,,hybrid,pending,,e96a0b16,['asbr2.cfg']
AAA_AUTHENTICATION_METHOD_leaf10,aaa_authentication_method:6c269c1b4e,aaa_authentication_method,"{""type"": ""DEVICE"", ""host"": ""leaf10""}",Security_Inventory,L1,unknown,"leaf10 장비의 AAA 인증 방식은 무엇입니까? [답변 형식: one of local, tacacs+, radius, or NOT_CONFIGURED]",NOT_CONFIGURED,text,null,NOT_CONFIGURED,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""aaa_authentication_method"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf10""}}",,,,hybrid,pending,,e96a0b16,['leaf10.cfg']
AAA_AUTHENTICATION_METHOD_leaf12,aaa_authentication_method:5e0abb2272,aaa_authentication_method,"{""type"": ""DEVICE"", ""host"": ""leaf12""}",Security_Inventory,L1,unknown,"leaf12 장비의 AAA 인증 방식은 무엇입니까? [답변 형식: one of local, tacacs+, radius, or NOT_CONFIGURED]",NOT_CONFIGURED,text,null,NOT_CONFIGURED,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""aaa_authentication_method"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf12""}}",,,,hybrid,pending,,e96a0b16,['leaf12.cfg']
AAA_AUTHENTICATION_METHOD_p9,aaa_authentication_method:4636d19a52,aaa_authentication_method,"{""type"": ""DEVICE"", ""host"": ""p9""}",Security_Inventory,L1,unknown,"p9 장비의 AAA 인증 방식은 무엇입니까? [답변 형식: one of local, tacacs+, radius, or NOT_CONFIGURED]",NOT_CONFIGURED,text,null,NOT_CONFIGURED,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""aaa_authentication_method"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p9""}}",,,,hybrid,pending,,e96a0b16,['p9.cfg']
AAA_AUTHENTICATION_METHOD_pe8,aaa_authentication_method:aa85c6d59c,aaa_authentication_method,"{""type"": ""DEVICE"", ""host"": ""pe8""}",Security_Inventory,L1,unknown,"pe8 장비의 AAA 인증 방식은 무엇입니까? [답변 형식: one of local, tacacs+, radius, or NOT_CONFIGURED]",OK,text,"""local""",local,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""aaa_authentication_method"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe8""}}",,,,hybrid,pending,,e96a0b16,['pe8.cfg']
AAA_AUTHENTICATION_METHOD_leaf13,aaa_authentication_method:f2f15f10e2,aaa_authentication_method,"{""type"": ""DEVICE"", ""host"": ""leaf13""}",Security_Inventory,L1,unknown,"leaf13 장비의 AAA 인증 방식은 무엇입니까? [답변 형식: one of local, tacacs+, radius, or NOT_CONFIGURED]",NOT_CONFIGURED,text,null,NOT_CONFIGURED,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""aaa_authentication_method"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf13""}}",,,,hybrid,pending,,e96a0b16,['leaf13.cfg']
AAA_AUTHENTICATION_METHOD_leaf5,aaa_authentication_method:c889ccb7cb,aaa_authentication_method,"{""type"": ""DEVICE"", ""host"": ""leaf5""}",Security_Inventory,L1,unknown,"leaf5 장비의 AAA 인증 방식은 무엇입니까? [답변 형식: one of local, tacacs+, radius, or NOT_CONFIGURED]",NOT_CONFIGURED,text,null,NOT_CONFIGURED,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""aaa_authentication_method"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf5""}}",,,,hybrid,pending,,e96a0b16,['leaf5.cfg']
AAA_AUTHENTICATION_METHOD_leaf8,aaa_authentication_method:a81bf37e92,aaa_authentication_method,"{""type"": ""DEVICE"", ""host"": ""leaf8""}",Security_Inventory,L1,unknown,"leaf8 장비의 AAA 인증 방식은 무엇입니까? [답변 형식: one of local, tacacs+, radius, or NOT_CONFIGURED]",NOT_CONFIGURED,text,null,NOT_CONFIGURED,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""aaa_authentication_method"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf8""}}",,,,hybrid,pending,,e96a0b16,['leaf8.cfg']
AAA_AUTHENTICATION_METHOD_leaf9,aaa_authentication_method:a49fad1930,aaa_authentication_method,"{""type"": ""DEVICE"", ""host"": ""leaf9""}",Security_Inventory,L1,unknown,"leaf9 장비의 AAA 인증 방식은 무엇입니까? [답변 형식: one of local, tacacs+, radius, or NOT_CONFIGURED]",NOT_CONFIGURED,text,null,NOT_CONFIGURED,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""aaa_authentication_method"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf9""}}",,,,hybrid,pending,,e96a0b16,['leaf9.cfg']
AAA_AUTHENTICATION_METHOD_fw1,aaa_authentication_method:f5c3185672,aaa_authentication_method,"{""type"": ""DEVICE"", ""host"": ""fw1""}",Security_Inventory,L1,unknown,"fw1 장비의 AAA 인증 방식은 무엇입니까? [답변 형식: one of local, tacacs+, radius, or NOT_CONFIGURED]",NOT_CONFIGURED,text,null,NOT_CONFIGURED,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""aaa_authentication_method"", ""scope"": {""type"": ""DEVICE"", ""host"": ""fw1""}}",,,,hybrid,pending,,e96a0b16,['fw1.cfg']
AAA_AUTHENTICATION_METHOD_leaf16,aaa_authentication_method:306bca46fe,aaa_authentication_method,"{""type"": ""DEVICE"", ""host"": ""leaf16""}",Security_Inventory,L1,unknown,"leaf16 장비의 AAA 인증 방식은 무엇입니까? [답변 형식: one of local, tacacs+, radius, or NOT_CONFIGURED]",NOT_CONFIGURED,text,null,NOT_CONFIGURED,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""aaa_authentication_method"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf16""}}",,,,hybrid,pending,,e96a0b16,['leaf16.cfg']
AAA_AUTHENTICATION_METHOD_leaf4,aaa_authentication_method:45a2dbebe1,aaa_authentication_method,"{""type"": ""DEVICE"", ""host"": ""leaf4""}",Security_Inventory,L1,unknown,"leaf4 장비의 AAA 인증 방식은 무엇입니까? [답변 형식: one of local, tacacs+, radius, or NOT_CONFIGURED]",NOT_CONFIGURED,text,null,NOT_CONFIGURED,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""aaa_authentication_method"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf4""}}",,,,hybrid,pending,,e96a0b16,['leaf4.cfg']
AAA_AUTHENTICATION_METHOD_p3,aaa_authentication_method:40d255b5d8,aaa_authentication_method,"{""type"": ""DEVICE"", ""host"": ""p3""}",Security_Inventory,L1,unknown,"p3 장비의 AAA 인증 방식은 무엇입니까? [답변 형식: one of local, tacacs+, radius, or NOT_CONFIGURED]",NOT_CONFIGURED,text,null,NOT_CONFIGURED,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""aaa_authentication_method"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p3""}}",,,,hybrid,pending,,e96a0b16,['p3.cfg']
AAA_AUTHENTICATION_METHOD_p7,aaa_authentication_method:51589f45e8,aaa_authentication_method,"{""type"": ""DEVICE"", ""host"": ""p7""}",Security_Inventory,L1,unknown,"p7 장비의 AAA 인증 방식은 무엇입니까? [답변 형식: one of local, tacacs+, radius, or NOT_CONFIGURED]",NOT_CONFIGURED,text,null,NOT_CONFIGURED,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""aaa_authentication_method"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p7""}}",,,,hybrid,pending,,e96a0b16,['p7.cfg']
