id,origin,level,task_category,answer_type,complexity,persona,question,ground_truth,explanation,context,source_files
BASIC_DSL-OSPF_AREA_SET-1597,rule_based,1,단순 조회 업무,short,basic,,sample10 장비가 참여한 OSPF Area 목록은?,"[""0""]",The list of devices for ospf_area_set is ['0'].,장비: sample10 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample10.xml
BASIC_DSL-OSPF_AREA_SET-25299,rule_based,1,단순 조회 업무,short,basic,,sample7 장비가 참여한 OSPF Area 목록은?,"[""0""]",The list of devices for ospf_area_set is ['0'].,장비: sample7 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample7.xml
BASIC_DSL-OSPF_AREA_SET-36080,rule_based,1,단순 조회 업무,short,basic,,sample8 장비가 참여한 OSPF Area 목록은?,"[""0""]",The list of devices for ospf_area_set is ['0'].,장비: sample8 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample8.xml
BASIC_DSL-OSPF_AREA_SET-13781,rule_based,1,단순 조회 업무,short,basic,,sample9 장비가 참여한 OSPF Area 목록은?,"[""0""]",The list of devices for ospf_area_set is ['0'].,장비: sample9 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample9.xml
BASIC_DSL-VRF_NAMES_SET-1597,rule_based,1,단순 조회 업무,short,basic,,sample10 장비의 VRF 이름 목록은?,"[""exam-l3vpn""]",The list of devices for vrf_names_set is ['exam-l3vpn'].,장비: sample10 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample10.xml
BASIC_DSL-VRF_NAMES_SET-25299,rule_based,1,단순 조회 업무,short,basic,,sample7 장비의 VRF 이름 목록은?,"[""exam-l3vpn""]",The list of devices for vrf_names_set is ['exam-l3vpn'].,장비: sample7 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample7.xml
BASIC_DSL-VRF_NAMES_SET-36080,rule_based,1,단순 조회 업무,short,basic,,sample8 장비의 VRF 이름 목록은?,"[""exam-l3vpn""]",The list of devices for vrf_names_set is ['exam-l3vpn'].,장비: sample8 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample8.xml
BASIC_DSL-VRF_NAMES_SET-13781,rule_based,1,단순 조회 업무,short,basic,,sample9 장비의 VRF 이름 목록은?,"[""exam-l3vpn""]",The list of devices for vrf_names_set is ['exam-l3vpn'].,장비: sample9 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample9.xml
BASIC_DSL-L2VPN_PW_ID_SET-25299,rule_based,1,단순 조회 업무,short,basic,,sample7 장비의 L2VPN Pseudowire ID 목록은?,"[""13""]",The list of devices for l2vpn_pw_id_set is ['13'].,장비: sample7 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample7.xml
BASIC_DSL-L2VPN_PW_ID_SET-13781,rule_based,1,단순 조회 업무,short,basic,,sample9 장비의 L2VPN Pseudowire ID 목록은?,"[""31""]",The list of devices for l2vpn_pw_id_set is ['31'].,장비: sample9 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample9.xml
BASIC_DSL-RT_IMPORT_COUNT-24609,rule_based,1,단순 조회 업무,short,basic,,CE1 장비의 Route Target Import 설정 개수는?,0,The value for rt_import_count is 0.,장비: CE1 | OS: ios-xr | BGP AS: 65001 | BGP 피어 수: 1,ce1.xml
BASIC_DSL-RT_IMPORT_COUNT-32362,rule_based,1,단순 조회 업무,short,basic,,CE2 장비의 Route Target Import 설정 개수는?,0,The value for rt_import_count is 0.,장비: CE2 | OS: ios-xr | BGP AS: 65003 | BGP 피어 수: 1,ce2.xml
BASIC_DSL-RT_IMPORT_COUNT-1597,rule_based,1,단순 조회 업무,short,basic,,sample10 장비의 Route Target Import 설정 개수는?,1,The value for rt_import_count is 0.,장비: sample10 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample10.xml
BASIC_DSL-RT_IMPORT_COUNT-25299,rule_based,1,단순 조회 업무,short,basic,,sample7 장비의 Route Target Import 설정 개수는?,1,The value for rt_import_count is 0.,장비: sample7 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample7.xml
BASIC_DSL-RT_IMPORT_COUNT-36080,rule_based,1,단순 조회 업무,short,basic,,sample8 장비의 Route Target Import 설정 개수는?,1,The value for rt_import_count is 0.,장비: sample8 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample8.xml
BASIC_DSL-RT_IMPORT_COUNT-13781,rule_based,1,단순 조회 업무,short,basic,,sample9 장비의 Route Target Import 설정 개수는?,1,The value for rt_import_count is 0.,장비: sample9 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample9.xml
BASIC_DSL-RT_EXPORT_COUNT-24609,rule_based,1,단순 조회 업무,short,basic,,CE1 장비의 Route Target Export 설정 개수는?,0,The value for rt_export_count is 0.,장비: CE1 | OS: ios-xr | BGP AS: 65001 | BGP 피어 수: 1,ce1.xml
BASIC_DSL-RT_EXPORT_COUNT-32362,rule_based,1,단순 조회 업무,short,basic,,CE2 장비의 Route Target Export 설정 개수는?,0,The value for rt_export_count is 0.,장비: CE2 | OS: ios-xr | BGP AS: 65003 | BGP 피어 수: 1,ce2.xml
BASIC_DSL-RT_EXPORT_COUNT-1597,rule_based,1,단순 조회 업무,short,basic,,sample10 장비의 Route Target Export 설정 개수는?,1,The value for rt_export_count is 0.,장비: sample10 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample10.xml
BASIC_DSL-RT_EXPORT_COUNT-25299,rule_based,1,단순 조회 업무,short,basic,,sample7 장비의 Route Target Export 설정 개수는?,1,The value for rt_export_count is 0.,장비: sample7 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample7.xml
BASIC_DSL-RT_EXPORT_COUNT-36080,rule_based,1,단순 조회 업무,short,basic,,sample8 장비의 Route Target Export 설정 개수는?,1,The value for rt_export_count is 0.,장비: sample8 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample8.xml
BASIC_DSL-RT_EXPORT_COUNT-13781,rule_based,1,단순 조회 업무,short,basic,,sample9 장비의 Route Target Export 설정 개수는?,1,The value for rt_export_count is 0.,장비: sample9 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample9.xml
BASIC_DSL-VRF_COUNT-24609,rule_based,1,단순 조회 업무,short,basic,,CE1 장비의 VRF 개수는?,0,The value for vrf_count is 0.,장비: CE1 | OS: ios-xr | BGP AS: 65001 | BGP 피어 수: 1,ce1.xml
BASIC_DSL-VRF_COUNT-32362,rule_based,1,단순 조회 업무,short,basic,,CE2 장비의 VRF 개수는?,0,The value for vrf_count is 0.,장비: CE2 | OS: ios-xr | BGP AS: 65003 | BGP 피어 수: 1,ce2.xml
BASIC_DSL-VRF_COUNT-1597,rule_based,1,단순 조회 업무,short,basic,,sample10 장비의 VRF 개수는?,1,The value for vrf_count is 1.,장비: sample10 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample10.xml
BASIC_DSL-VRF_COUNT-25299,rule_based,1,단순 조회 업무,short,basic,,sample7 장비의 VRF 개수는?,1,The value for vrf_count is 1.,장비: sample7 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample7.xml
BASIC_DSL-VRF_COUNT-36080,rule_based,1,단순 조회 업무,short,basic,,sample8 장비의 VRF 개수는?,1,The value for vrf_count is 1.,장비: sample8 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample8.xml
BASIC_DSL-VRF_COUNT-13781,rule_based,1,단순 조회 업무,short,basic,,sample9 장비의 VRF 개수는?,1,The value for vrf_count is 1.,장비: sample9 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample9.xml
BASIC_DSL-SYSTEM_HOSTNAME_TEXT-24609,rule_based,1,단순 조회 업무,short,basic,,CE1 장비의 호스트네임은?,CE1,The value for system_hostname_text is CE1.,장비: CE1 | OS: ios-xr | BGP AS: 65001 | BGP 피어 수: 1,ce1.xml
BASIC_DSL-SYSTEM_HOSTNAME_TEXT-32362,rule_based,1,단순 조회 업무,short,basic,,CE2 장비의 호스트네임은?,CE2,The value for system_hostname_text is CE2.,장비: CE2 | OS: ios-xr | BGP AS: 65003 | BGP 피어 수: 1,ce2.xml
BASIC_DSL-SYSTEM_HOSTNAME_TEXT-1597,rule_based,1,단순 조회 업무,short,basic,,sample10 장비의 호스트네임은?,sample10,The value for system_hostname_text is sample10.,장비: sample10 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample10.xml
BASIC_DSL-SYSTEM_HOSTNAME_TEXT-25299,rule_based,1,단순 조회 업무,short,basic,,sample7 장비의 호스트네임은?,sample7,The value for system_hostname_text is sample7.,장비: sample7 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample7.xml
BASIC_DSL-SYSTEM_HOSTNAME_TEXT-36080,rule_based,1,단순 조회 업무,short,basic,,sample8 장비의 호스트네임은?,sample8,The value for system_hostname_text is sample8.,장비: sample8 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample8.xml
BASIC_DSL-SYSTEM_HOSTNAME_TEXT-13781,rule_based,1,단순 조회 업무,short,basic,,sample9 장비의 호스트네임은?,sample9,The value for system_hostname_text is sample9.,장비: sample9 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample9.xml
BASIC_DSL-SYSTEM_MGMT_ADDRESS_TEXT-24609,rule_based,1,단순 조회 업무,short,basic,,CE1 장비의 관리 IP 주소는?,172.16.1.40,The value for system_mgmt_address_text is 172.16.1.40.,장비: CE1 | OS: ios-xr | BGP AS: 65001 | BGP 피어 수: 1,ce1.xml
BASIC_DSL-SYSTEM_MGMT_ADDRESS_TEXT-32362,rule_based,1,단순 조회 업무,short,basic,,CE2 장비의 관리 IP 주소는?,172.16.1.41,The value for system_mgmt_address_text is 172.16.1.41.,장비: CE2 | OS: ios-xr | BGP AS: 65003 | BGP 피어 수: 1,ce2.xml
BASIC_DSL-SYSTEM_MGMT_ADDRESS_TEXT-1597,rule_based,1,단순 조회 업무,short,basic,,sample10 장비의 관리 IP 주소는?,172.16.1.133,The value for system_mgmt_address_text is 172.16.1.133.,장비: sample10 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample10.xml
BASIC_DSL-SYSTEM_MGMT_ADDRESS_TEXT-25299,rule_based,1,단순 조회 업무,short,basic,,sample7 장비의 관리 IP 주소는?,172.16.1.130,The value for system_mgmt_address_text is 172.16.1.130.,장비: sample7 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample7.xml
BASIC_DSL-SYSTEM_MGMT_ADDRESS_TEXT-36080,rule_based,1,단순 조회 업무,short,basic,,sample8 장비의 관리 IP 주소는?,172.16.1.131,The value for system_mgmt_address_text is 172.16.1.131.,장비: sample8 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample8.xml
BASIC_DSL-SYSTEM_MGMT_ADDRESS_TEXT-13781,rule_based,1,단순 조회 업무,short,basic,,sample9 장비의 관리 IP 주소는?,172.16.1.132,The value for system_mgmt_address_text is 172.16.1.132.,장비: sample9 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample9.xml
BASIC_DSL-SYSTEM_VERSION_TEXT-24609,rule_based,1,단순 조회 업무,short,basic,,CE1 장비의 OS/이미지 버전은?,15.4,The value for system_version_text is 15.4.,장비: CE1 | OS: ios-xr | BGP AS: 65001 | BGP 피어 수: 1,ce1.xml
BASIC_DSL-SYSTEM_VERSION_TEXT-32362,rule_based,1,단순 조회 업무,short,basic,,CE2 장비의 OS/이미지 버전은?,15.4,The value for system_version_text is 15.4.,장비: CE2 | OS: ios-xr | BGP AS: 65003 | BGP 피어 수: 1,ce2.xml
BASIC_DSL-IOS_CONFIG_REGISTER_TEXT-24609,rule_based,1,단순 조회 업무,short,basic,,CE1 장비의 config-register 값은?,0x0,The value for ios_config_register_text is 0x0.,장비: CE1 | OS: ios-xr | BGP AS: 65001 | BGP 피어 수: 1,ce1.xml
BASIC_DSL-IOS_CONFIG_REGISTER_TEXT-32362,rule_based,1,단순 조회 업무,short,basic,,CE2 장비의 config-register 값은?,0x0,The value for ios_config_register_text is 0x0.,장비: CE2 | OS: ios-xr | BGP AS: 65003 | BGP 피어 수: 1,ce2.xml
BASIC_DSL-LOGGING_BUFFERED_SEVERITY_TEXT-24609,rule_based,1,단순 조회 업무,short,basic,,CE1 장비에서 logging buffered의 severity-level은?,debugging,The value for logging_buffered_severity_text is debugging.,장비: CE1 | OS: ios-xr | BGP AS: 65001 | BGP 피어 수: 1,ce1.xml
BASIC_DSL-LOGGING_BUFFERED_SEVERITY_TEXT-32362,rule_based,1,단순 조회 업무,short,basic,,CE2 장비에서 logging buffered의 severity-level은?,debugging,The value for logging_buffered_severity_text is debugging.,장비: CE2 | OS: ios-xr | BGP AS: 65003 | BGP 피어 수: 1,ce2.xml
BASIC_DSL-HTTP_SERVER_ENABLED_BOOL-24609,rule_based,1,단순 조회 업무,short,basic,,CE1 장비에서 HTTP 서버가 활성화되어 있습니까?,False,The value for http_server_enabled_bool is False.,장비: CE1 | OS: ios-xr | BGP AS: 65001 | BGP 피어 수: 1,ce1.xml
BASIC_DSL-HTTP_SERVER_ENABLED_BOOL-32362,rule_based,1,단순 조회 업무,short,basic,,CE2 장비에서 HTTP 서버가 활성화되어 있습니까?,False,The value for http_server_enabled_bool is False.,장비: CE2 | OS: ios-xr | BGP AS: 65003 | BGP 피어 수: 1,ce2.xml
BASIC_DSL-HTTP_SERVER_ENABLED_BOOL-1597,rule_based,1,단순 조회 업무,short,basic,,sample10 장비에서 HTTP 서버가 활성화되어 있습니까?,False,The value for http_server_enabled_bool is False.,장비: sample10 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample10.xml
BASIC_DSL-HTTP_SERVER_ENABLED_BOOL-25299,rule_based,1,단순 조회 업무,short,basic,,sample7 장비에서 HTTP 서버가 활성화되어 있습니까?,False,The value for http_server_enabled_bool is False.,장비: sample7 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample7.xml
BASIC_DSL-HTTP_SERVER_ENABLED_BOOL-36080,rule_based,1,단순 조회 업무,short,basic,,sample8 장비에서 HTTP 서버가 활성화되어 있습니까?,False,The value for http_server_enabled_bool is False.,장비: sample8 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample8.xml
BASIC_DSL-HTTP_SERVER_ENABLED_BOOL-13781,rule_based,1,단순 조회 업무,short,basic,,sample9 장비에서 HTTP 서버가 활성화되어 있습니까?,False,The value for http_server_enabled_bool is False.,장비: sample9 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample9.xml
BASIC_DSL-IP_FORWARD_PROTOCOL_ND_BOOL-24609,rule_based,1,단순 조회 업무,short,basic,,CE1 장비에서 ip forward-protocol nd가 설정되어 있습니까?,True,The value for ip_forward_protocol_nd_bool is False.,장비: CE1 | OS: ios-xr | BGP AS: 65001 | BGP 피어 수: 1,ce1.xml
BASIC_DSL-IP_FORWARD_PROTOCOL_ND_BOOL-32362,rule_based,1,단순 조회 업무,short,basic,,CE2 장비에서 ip forward-protocol nd가 설정되어 있습니까?,True,The value for ip_forward_protocol_nd_bool is False.,장비: CE2 | OS: ios-xr | BGP AS: 65003 | BGP 피어 수: 1,ce2.xml
BASIC_DSL-IP_FORWARD_PROTOCOL_ND_BOOL-1597,rule_based,1,단순 조회 업무,short,basic,,sample10 장비에서 ip forward-protocol nd가 설정되어 있습니까?,False,The value for ip_forward_protocol_nd_bool is False.,장비: sample10 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample10.xml
BASIC_DSL-IP_FORWARD_PROTOCOL_ND_BOOL-25299,rule_based,1,단순 조회 업무,short,basic,,sample7 장비에서 ip forward-protocol nd가 설정되어 있습니까?,False,The value for ip_forward_protocol_nd_bool is False.,장비: sample7 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample7.xml
BASIC_DSL-IP_FORWARD_PROTOCOL_ND_BOOL-36080,rule_based,1,단순 조회 업무,short,basic,,sample8 장비에서 ip forward-protocol nd가 설정되어 있습니까?,False,The value for ip_forward_protocol_nd_bool is False.,장비: sample8 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample8.xml
BASIC_DSL-IP_FORWARD_PROTOCOL_ND_BOOL-13781,rule_based,1,단순 조회 업무,short,basic,,sample9 장비에서 ip forward-protocol nd가 설정되어 있습니까?,False,The value for ip_forward_protocol_nd_bool is False.,장비: sample9 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample9.xml
BASIC_DSL-IP_CEF_ENABLED_BOOL-24609,rule_based,1,단순 조회 업무,short,basic,,CE1 장비에서 IP CEF가 활성화되어 있습니까?,False,The value for ip_cef_enabled_bool is False.,장비: CE1 | OS: ios-xr | BGP AS: 65001 | BGP 피어 수: 1,ce1.xml
BASIC_DSL-IP_CEF_ENABLED_BOOL-32362,rule_based,1,단순 조회 업무,short,basic,,CE2 장비에서 IP CEF가 활성화되어 있습니까?,False,The value for ip_cef_enabled_bool is False.,장비: CE2 | OS: ios-xr | BGP AS: 65003 | BGP 피어 수: 1,ce2.xml
BASIC_DSL-IP_CEF_ENABLED_BOOL-1597,rule_based,1,단순 조회 업무,short,basic,,sample10 장비에서 IP CEF가 활성화되어 있습니까?,False,The value for ip_cef_enabled_bool is False.,장비: sample10 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample10.xml
BASIC_DSL-IP_CEF_ENABLED_BOOL-25299,rule_based,1,단순 조회 업무,short,basic,,sample7 장비에서 IP CEF가 활성화되어 있습니까?,False,The value for ip_cef_enabled_bool is False.,장비: sample7 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample7.xml
BASIC_DSL-IP_CEF_ENABLED_BOOL-36080,rule_based,1,단순 조회 업무,short,basic,,sample8 장비에서 IP CEF가 활성화되어 있습니까?,False,The value for ip_cef_enabled_bool is False.,장비: sample8 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample8.xml
BASIC_DSL-IP_CEF_ENABLED_BOOL-13781,rule_based,1,단순 조회 업무,short,basic,,sample9 장비에서 IP CEF가 활성화되어 있습니까?,False,The value for ip_cef_enabled_bool is False.,장비: sample9 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample9.xml
BASIC_DSL-VTY_FIRST_LAST_TEXT-24609,rule_based,1,단순 조회 업무,short,basic,,CE1 장비에서 VTY의 first~last 라인 번호는?,0 4,The value for vty_first_last_text is 0~4.,장비: CE1 | OS: ios-xr | BGP AS: 65001 | BGP 피어 수: 1,ce1.xml
BASIC_DSL-VTY_FIRST_LAST_TEXT-32362,rule_based,1,단순 조회 업무,short,basic,,CE2 장비에서 VTY의 first~last 라인 번호는?,0 4,The value for vty_first_last_text is 0~4.,장비: CE2 | OS: ios-xr | BGP AS: 65003 | BGP 피어 수: 1,ce2.xml
BASIC_DSL-VTY_LOGIN_MODE_TEXT-24609,rule_based,1,단순 조회 업무,short,basic,,CE1 장비에서 VTY line의 login 방식은?,local,The value for vty_login_mode_text is local.,장비: CE1 | OS: ios-xr | BGP AS: 65001 | BGP 피어 수: 1,ce1.xml
BASIC_DSL-VTY_LOGIN_MODE_TEXT-32362,rule_based,1,단순 조회 업무,short,basic,,CE2 장비에서 VTY line의 login 방식은?,local,The value for vty_login_mode_text is local.,장비: CE2 | OS: ios-xr | BGP AS: 65003 | BGP 피어 수: 1,ce2.xml
BASIC_DSL-VTY_PASSWORD_SECRET_TEXT-24609,rule_based,1,단순 조회 업무,short,basic,,CE1 장비의 VTY password secret 값은?,12345678,The value for vty_password_secret_text is 12345678.,장비: CE1 | OS: ios-xr | BGP AS: 65001 | BGP 피어 수: 1,ce1.xml
BASIC_DSL-VTY_PASSWORD_SECRET_TEXT-32362,rule_based,1,단순 조회 업무,short,basic,,CE2 장비의 VTY password secret 값은?,12345678,The value for vty_password_secret_text is 12345678.,장비: CE2 | OS: ios-xr | BGP AS: 65003 | BGP 피어 수: 1,ce2.xml
BASIC_DSL-VTY_TRANSPORT_INPUT_TEXT-24609,rule_based,1,단순 조회 업무,short,basic,,CE1 장비에서 VTY의 transport input은?,ssh,The value for vty_transport_input_text is ssh.,장비: CE1 | OS: ios-xr | BGP AS: 65001 | BGP 피어 수: 1,ce1.xml
BASIC_DSL-VTY_TRANSPORT_INPUT_TEXT-32362,rule_based,1,단순 조회 업무,short,basic,,CE2 장비에서 VTY의 transport input은?,ssh,The value for vty_transport_input_text is ssh.,장비: CE2 | OS: ios-xr | BGP AS: 65003 | BGP 피어 수: 1,ce2.xml
BASIC_DSL-SYSTEM_USERS_DETAIL_MAP-24609,rule_based,1,단순 조회 업무,short,basic,,CE1 장비의 사용자 상세(UID/GID/password/ssh_keydir/homedir 등)는?,"{""nso"": {""privilege"": ""15"", ""secret_type"": ""5"", ""secret"": ""$1$ou/O$Fc2FfZtj0B5/97GkzArNj/""}}","The value for system_users_detail_map is {'nso': {'privilege': '15', 'secret_type': '5', 'secret': '$1$ou/O$Fc2FfZtj0B5/97GkzArNj/'}}.",장비: CE1 | OS: ios-xr | BGP AS: 65001 | BGP 피어 수: 1,ce1.xml
BASIC_DSL-SYSTEM_USERS_DETAIL_MAP-32362,rule_based,1,단순 조회 업무,short,basic,,CE2 장비의 사용자 상세(UID/GID/password/ssh_keydir/homedir 등)는?,"{""nso"": {""privilege"": ""15"", ""secret_type"": ""5"", ""secret"": ""$1$ou/O$Fc2FfZtj0B5/97GkzArNj/""}}","The value for system_users_detail_map is {'nso': {'privilege': '15', 'secret_type': '5', 'secret': '$1$ou/O$Fc2FfZtj0B5/97GkzArNj/'}}.",장비: CE2 | OS: ios-xr | BGP AS: 65003 | BGP 피어 수: 1,ce2.xml
BASIC_DSL-SYSTEM_USERS_DETAIL_MAP-1597,rule_based,1,단순 조회 업무,short,basic,,sample10 장비의 사용자 상세(UID/GID/password/ssh_keydir/homedir 등)는?,"{""nso"": {""uid"": ""9000"", ""gid"": ""100"", ""password"": ""$1$4OXc$YKd36/09DZDXOk1MZ7r9r."", ""ssh_keydir"": ""/var/confd/homes/nso/.ssh"", ""homedir"": ""/var/confd/homes/nso""}}","The value for system_users_detail_map is {'nso': {'uid': '9000', 'gid': '100', 'password': '$1$4OXc$YKd36/09DZDXOk1MZ7r9r.', 'ssh_keydir': '/var/confd/homes/nso/.ssh', 'homedir': '/var/confd/homes/nso'}}.",장비: sample10 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample10.xml
BASIC_DSL-SYSTEM_USERS_DETAIL_MAP-25299,rule_based,1,단순 조회 업무,short,basic,,sample7 장비의 사용자 상세(UID/GID/password/ssh_keydir/homedir 등)는?,"{""nso"": {""uid"": ""9000"", ""gid"": ""100"", ""password"": ""$1$mUZJ$QPpVX3QwNEtq0gZBajM8T1"", ""ssh_keydir"": ""/var/confd/homes/nso/.ssh"", ""homedir"": ""/var/confd/homes/nso""}}","The value for system_users_detail_map is {'nso': {'uid': '9000', 'gid': '100', 'password': '$1$mUZJ$QPpVX3QwNEtq0gZBajM8T1', 'ssh_keydir': '/var/confd/homes/nso/.ssh', 'homedir': '/var/confd/homes/nso'}}.",장비: sample7 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample7.xml
BASIC_DSL-SYSTEM_USERS_DETAIL_MAP-36080,rule_based,1,단순 조회 업무,short,basic,,sample8 장비의 사용자 상세(UID/GID/password/ssh_keydir/homedir 등)는?,"{""nso"": {""uid"": ""9000"", ""gid"": ""100"", ""password"": ""$1$b7Ry$jRnK9Vkv2I9SxP2L2ElCU."", ""ssh_keydir"": ""/var/confd/homes/nso/.ssh"", ""homedir"": ""/var/confd/homes/nso""}}","The value for system_users_detail_map is {'nso': {'uid': '9000', 'gid': '100', 'password': '$1$b7Ry$jRnK9Vkv2I9SxP2L2ElCU.', 'ssh_keydir': '/var/confd/homes/nso/.ssh', 'homedir': '/var/confd/homes/nso'}}.",장비: sample8 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample8.xml
BASIC_DSL-SYSTEM_USERS_DETAIL_MAP-13781,rule_based,1,단순 조회 업무,short,basic,,sample9 장비의 사용자 상세(UID/GID/password/ssh_keydir/homedir 등)는?,"{""nso"": {""uid"": ""9000"", ""gid"": ""100"", ""password"": ""$1$YTSP$KsBQUPBU.LLpYLlRcBiV9/"", ""ssh_keydir"": ""/var/confd/homes/nso/.ssh"", ""homedir"": ""/var/confd/homes/nso""}}","The value for system_users_detail_map is {'nso': {'uid': '9000', 'gid': '100', 'password': '$1$YTSP$KsBQUPBU.LLpYLlRcBiV9/', 'ssh_keydir': '/var/confd/homes/nso/.ssh', 'homedir': '/var/confd/homes/nso'}}.",장비: sample9 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample9.xml
BASIC_DSL-INTERFACE_MOP_XENABLED_BOOL-33553,rule_based,2,단순 조회 업무,short,basic,,CE1 장비에서 Ethernet0/0 인터페이스의 MOP xenabled 설정은?,False,The value for interface_mop_xenabled_bool is False.,장비: CE1 | OS: ios-xr | BGP AS: 65001 | BGP 피어 수: 1,ce1.xml
BASIC_DSL-INTERFACE_MOP_XENABLED_BOOL-24405,rule_based,2,단순 조회 업무,short,basic,,CE1 장비에서 Ethernet0/0.100 인터페이스의 MOP xenabled 설정은?,False,The value for interface_mop_xenabled_bool is False.,장비: CE1 | OS: ios-xr | BGP AS: 65001 | BGP 피어 수: 1,ce1.xml
BASIC_DSL-INTERFACE_MOP_XENABLED_BOOL-34659,rule_based,2,단순 조회 업무,short,basic,,CE1 장비에서 Ethernet0/1 인터페이스의 MOP xenabled 설정은?,False,The value for interface_mop_xenabled_bool is False.,장비: CE1 | OS: ios-xr | BGP AS: 65001 | BGP 피어 수: 1,ce1.xml
BASIC_DSL-INTERFACE_MOP_XENABLED_BOOL-53342,rule_based,2,단순 조회 업무,short,basic,,CE1 장비에서 Ethernet0/2 인터페이스의 MOP xenabled 설정은?,False,The value for interface_mop_xenabled_bool is False.,장비: CE1 | OS: ios-xr | BGP AS: 65001 | BGP 피어 수: 1,ce1.xml
BASIC_DSL-INTERFACE_MOP_XENABLED_BOOL-7644,rule_based,2,단순 조회 업무,short,basic,,CE1 장비에서 Ethernet0/3 인터페이스의 MOP xenabled 설정은?,False,The value for interface_mop_xenabled_bool is False.,장비: CE1 | OS: ios-xr | BGP AS: 65001 | BGP 피어 수: 1,ce1.xml
BASIC_DSL-INTERFACE_MOP_XENABLED_BOOL-22544,rule_based,2,단순 조회 업무,short,basic,,CE1 장비에서 GigabitEthernet0/0/0/0 인터페이스의 MOP xenabled 설정은?,False,The value for interface_mop_xenabled_bool is False.,장비: CE1 | OS: ios-xr | BGP AS: 65001 | BGP 피어 수: 1,ce1.xml
