id,id_v2,metric,scope,category,level,question_type,question,answer_status,answer_type,answer,eval_answer,unknown_reason,evidence,scenario,query_contract,verification_contract,oracle_source,verification_status,quarantine_reason,pipeline_version,files
COMPARE_VRF_COUNT_leaf10_p2,compare_vrf_count:2f2e2b291a,compare_vrf_count,"{""type"": ""DEVICE_PAIR"", ""host1"": ""leaf10"", ""host2"": ""p2""}",Comparison_Analysis,L3,unknown,Compare the VRF counts of leaf10 and p2. [Answer format: JSON object],OK,map_str_int,"{""difference"": 0, ""host1_count"": 0, ""host2_count"": 0}","{""difference"": 0, ""host1_count"": 0, ""host2_count"": 0}",,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""compare_vrf_count"", ""scope"": {""type"": ""DEVICE_PAIR"", ""host1"": ""leaf10"", ""host2"": ""p2""}}",,,,hybrid,pending,,d6499bef,"['asbr1.cfg', 'asbr2.cfg', 'leaf1.cfg', 'leaf10.cfg', 'leaf11.cfg', 'leaf12.cfg', 'leaf2.cfg', 'leaf3.cfg', 'leaf4.cfg', 'leaf5.cfg', 'leaf6.cfg', 'leaf7.cfg', 'leaf8.cfg', 'leaf9.cfg', 'p1.cfg', 'p10.cfg', 'p2.cfg', 'p3.cfg', 'p4.cfg', 'p5.cfg', 'p6.cfg', 'p7.cfg', 'p8.cfg', 'p9.cfg', 'pe1.cfg', 'pe2.cfg', 'pe3.cfg', 'pe4.cfg', 'pe5.cfg', 'pe6.cfg']"
COMPARE_VRF_COUNT_leaf4_p10,compare_vrf_count:f47ff25fc4,compare_vrf_count,"{""type"": ""DEVICE_PAIR"", ""host1"": ""leaf4"", ""host2"": ""p10""}",Comparison_Analysis,L3,unknown,Compare the VRF counts of leaf4 and p10. [Answer format: JSON object],OK,map_str_int,"{""difference"": 0, ""host1_count"": 0, ""host2_count"": 0}","{""difference"": 0, ""host1_count"": 0, ""host2_count"": 0}",,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""compare_vrf_count"", ""scope"": {""type"": ""DEVICE_PAIR"", ""host1"": ""leaf4"", ""host2"": ""p10""}}",,,,hybrid,pending,,d6499bef,"['asbr1.cfg', 'asbr2.cfg', 'leaf1.cfg', 'leaf10.cfg', 'leaf11.cfg', 'leaf12.cfg', 'leaf2.cfg', 'leaf3.cfg', 'leaf4.cfg', 'leaf5.cfg', 'leaf6.cfg', 'leaf7.cfg', 'leaf8.cfg', 'leaf9.cfg', 'p1.cfg', 'p10.cfg', 'p2.cfg', 'p3.cfg', 'p4.cfg', 'p5.cfg', 'p6.cfg', 'p7.cfg', 'p8.cfg', 'p9.cfg', 'pe1.cfg', 'pe2.cfg', 'pe3.cfg', 'pe4.cfg', 'pe5.cfg', 'pe6.cfg']"
COMPARE_VRF_COUNT_leaf3_p8,compare_vrf_count:3c79494a35,compare_vrf_count,"{""type"": ""DEVICE_PAIR"", ""host1"": ""leaf3"", ""host2"": ""p8""}",Comparison_Analysis,L3,unknown,Compare the VRF counts of leaf3 and p8. [Answer format: JSON object],OK,map_str_int,"{""difference"": 0, ""host1_count"": 0, ""host2_count"": 0}","{""difference"": 0, ""host1_count"": 0, ""host2_count"": 0}",,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""compare_vrf_count"", ""scope"": {""type"": ""DEVICE_PAIR"", ""host1"": ""leaf3"", ""host2"": ""p8""}}",,,,hybrid,pending,,d6499bef,"['asbr1.cfg', 'asbr2.cfg', 'leaf1.cfg', 'leaf10.cfg', 'leaf11.cfg', 'leaf12.cfg', 'leaf2.cfg', 'leaf3.cfg', 'leaf4.cfg', 'leaf5.cfg', 'leaf6.cfg', 'leaf7.cfg', 'leaf8.cfg', 'leaf9.cfg', 'p1.cfg', 'p10.cfg', 'p2.cfg', 'p3.cfg', 'p4.cfg', 'p5.cfg', 'p6.cfg', 'p7.cfg', 'p8.cfg', 'p9.cfg', 'pe1.cfg', 'pe2.cfg', 'pe3.cfg', 'pe4.cfg', 'pe5.cfg', 'pe6.cfg']"
COMPARE_VRF_COUNT_leaf2_p4,compare_vrf_count:28eeb8bf7f,compare_vrf_count,"{""type"": ""DEVICE_PAIR"", ""host1"": ""leaf2"", ""host2"": ""p4""}",Comparison_Analysis,L3,unknown,Compare the VRF counts of leaf2 and p4. [Answer format: JSON object],OK,map_str_int,"{""difference"": 0, ""host1_count"": 0, ""host2_count"": 0}","{""difference"": 0, ""host1_count"": 0, ""host2_count"": 0}",,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""compare_vrf_count"", ""scope"": {""type"": ""DEVICE_PAIR"", ""host1"": ""leaf2"", ""host2"": ""p4""}}",,,,hybrid,pending,,d6499bef,"['asbr1.cfg', 'asbr2.cfg', 'leaf1.cfg', 'leaf10.cfg', 'leaf11.cfg', 'leaf12.cfg', 'leaf2.cfg', 'leaf3.cfg', 'leaf4.cfg', 'leaf5.cfg', 'leaf6.cfg', 'leaf7.cfg', 'leaf8.cfg', 'leaf9.cfg', 'p1.cfg', 'p10.cfg', 'p2.cfg', 'p3.cfg', 'p4.cfg', 'p5.cfg', 'p6.cfg', 'p7.cfg', 'p8.cfg', 'p9.cfg', 'pe1.cfg', 'pe2.cfg', 'pe3.cfg', 'pe4.cfg', 'pe5.cfg', 'pe6.cfg']"
COMPARE_VRF_COUNT_p6_pe5,compare_vrf_count:cd88674502,compare_vrf_count,"{""type"": ""DEVICE_PAIR"", ""host1"": ""p6"", ""host2"": ""pe5""}",Comparison_Analysis,L3,unknown,Compare the VRF counts of p6 and pe5. [Answer format: JSON object],OK,map_str_int,"{""difference"": 2, ""host1_count"": 0, ""host2_count"": 2}","{""difference"": 2, ""host1_count"": 0, ""host2_count"": 2}",,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""compare_vrf_count"", ""scope"": {""type"": ""DEVICE_PAIR"", ""host1"": ""p6"", ""host2"": ""pe5""}}",,,,hybrid,pending,,d6499bef,"['asbr1.cfg', 'asbr2.cfg', 'leaf1.cfg', 'leaf10.cfg', 'leaf11.cfg', 'leaf12.cfg', 'leaf2.cfg', 'leaf3.cfg', 'leaf4.cfg', 'leaf5.cfg', 'leaf6.cfg', 'leaf7.cfg', 'leaf8.cfg', 'leaf9.cfg', 'p1.cfg', 'p10.cfg', 'p2.cfg', 'p3.cfg', 'p4.cfg', 'p5.cfg', 'p6.cfg', 'p7.cfg', 'p8.cfg', 'p9.cfg', 'pe1.cfg', 'pe2.cfg', 'pe3.cfg', 'pe4.cfg', 'pe5.cfg', 'pe6.cfg']"
COMPARE_VRF_COUNT_p3_p4,compare_vrf_count:44508e5cd8,compare_vrf_count,"{""type"": ""DEVICE_PAIR"", ""host1"": ""p3"", ""host2"": ""p4""}",Comparison_Analysis,L3,unknown,Compare the VRF counts of p3 and p4. [Answer format: JSON object],OK,map_str_int,"{""difference"": 0, ""host1_count"": 0, ""host2_count"": 0}","{""difference"": 0, ""host1_count"": 0, ""host2_count"": 0}",,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""compare_vrf_count"", ""scope"": {""type"": ""DEVICE_PAIR"", ""host1"": ""p3"", ""host2"": ""p4""}}",,,,hybrid,pending,,d6499bef,"['asbr1.cfg', 'asbr2.cfg', 'leaf1.cfg', 'leaf10.cfg', 'leaf11.cfg', 'leaf12.cfg', 'leaf2.cfg', 'leaf3.cfg', 'leaf4.cfg', 'leaf5.cfg', 'leaf6.cfg', 'leaf7.cfg', 'leaf8.cfg', 'leaf9.cfg', 'p1.cfg', 'p10.cfg', 'p2.cfg', 'p3.cfg', 'p4.cfg', 'p5.cfg', 'p6.cfg', 'p7.cfg', 'p8.cfg', 'p9.cfg', 'pe1.cfg', 'pe2.cfg', 'pe3.cfg', 'pe4.cfg', 'pe5.cfg', 'pe6.cfg']"
COMPARE_VRF_COUNT_leaf3_p5,compare_vrf_count:7971d83016,compare_vrf_count,"{""type"": ""DEVICE_PAIR"", ""host1"": ""leaf3"", ""host2"": ""p5""}",Comparison_Analysis,L3,unknown,Compare the VRF counts of leaf3 and p5. [Answer format: JSON object],OK,map_str_int,"{""difference"": 0, ""host1_count"": 0, ""host2_count"": 0}","{""difference"": 0, ""host1_count"": 0, ""host2_count"": 0}",,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""compare_vrf_count"", ""scope"": {""type"": ""DEVICE_PAIR"", ""host1"": ""leaf3"", ""host2"": ""p5""}}",,,,hybrid,pending,,d6499bef,"['asbr1.cfg', 'asbr2.cfg', 'leaf1.cfg', 'leaf10.cfg', 'leaf11.cfg', 'leaf12.cfg', 'leaf2.cfg', 'leaf3.cfg', 'leaf4.cfg', 'leaf5.cfg', 'leaf6.cfg', 'leaf7.cfg', 'leaf8.cfg', 'leaf9.cfg', 'p1.cfg', 'p10.cfg', 'p2.cfg', 'p3.cfg', 'p4.cfg', 'p5.cfg', 'p6.cfg', 'p7.cfg', 'p8.cfg', 'p9.cfg', 'pe1.cfg', 'pe2.cfg', 'pe3.cfg', 'pe4.cfg', 'pe5.cfg', 'pe6.cfg']"
COMPARE_VRF_COUNT_leaf6_leaf9,compare_vrf_count:438697c7d5,compare_vrf_count,"{""type"": ""DEVICE_PAIR"", ""host1"": ""leaf6"", ""host2"": ""leaf9""}",Comparison_Analysis,L3,unknown,Compare the VRF counts of leaf6 and leaf9. [Answer format: JSON object],OK,map_str_int,"{""difference"": 0, ""host1_count"": 0, ""host2_count"": 0}","{""difference"": 0, ""host1_count"": 0, ""host2_count"": 0}",,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""compare_vrf_count"", ""scope"": {""type"": ""DEVICE_PAIR"", ""host1"": ""leaf6"", ""host2"": ""leaf9""}}",,,,hybrid,pending,,d6499bef,"['asbr1.cfg', 'asbr2.cfg', 'leaf1.cfg', 'leaf10.cfg', 'leaf11.cfg', 'leaf12.cfg', 'leaf2.cfg', 'leaf3.cfg', 'leaf4.cfg', 'leaf5.cfg', 'leaf6.cfg', 'leaf7.cfg', 'leaf8.cfg', 'leaf9.cfg', 'p1.cfg', 'p10.cfg', 'p2.cfg', 'p3.cfg', 'p4.cfg', 'p5.cfg', 'p6.cfg', 'p7.cfg', 'p8.cfg', 'p9.cfg', 'pe1.cfg', 'pe2.cfg', 'pe3.cfg', 'pe4.cfg', 'pe5.cfg', 'pe6.cfg']"
COMPARE_VRF_COUNT_p6_p7,compare_vrf_count:9c2cf0d25b,compare_vrf_count,"{""type"": ""DEVICE_PAIR"", ""host1"": ""p6"", ""host2"": ""p7""}",Comparison_Analysis,L3,unknown,Compare the VRF counts of p6 and p7. [Answer format: JSON object],OK,map_str_int,"{""difference"": 0, ""host1_count"": 0, ""host2_count"": 0}","{""difference"": 0, ""host1_count"": 0, ""host2_count"": 0}",,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""compare_vrf_count"", ""scope"": {""type"": ""DEVICE_PAIR"", ""host1"": ""p6"", ""host2"": ""p7""}}",,,,hybrid,pending,,d6499bef,"['asbr1.cfg', 'asbr2.cfg', 'leaf1.cfg', 'leaf10.cfg', 'leaf11.cfg', 'leaf12.cfg', 'leaf2.cfg', 'leaf3.cfg', 'leaf4.cfg', 'leaf5.cfg', 'leaf6.cfg', 'leaf7.cfg', 'leaf8.cfg', 'leaf9.cfg', 'p1.cfg', 'p10.cfg', 'p2.cfg', 'p3.cfg', 'p4.cfg', 'p5.cfg', 'p6.cfg', 'p7.cfg', 'p8.cfg', 'p9.cfg', 'pe1.cfg', 'pe2.cfg', 'pe3.cfg', 'pe4.cfg', 'pe5.cfg', 'pe6.cfg']"
COMPARE_VRF_COUNT_leaf2_leaf8,compare_vrf_count:78807e22d5,compare_vrf_count,"{""type"": ""DEVICE_PAIR"", ""host1"": ""leaf2"", ""host2"": ""leaf8""}",Comparison_Analysis,L3,unknown,Compare the VRF counts of leaf2 and leaf8. [Answer format: JSON object],OK,map_str_int,"{""difference"": 0, ""host1_count"": 0, ""host2_count"": 0}","{""difference"": 0, ""host1_count"": 0, ""host2_count"": 0}",,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""compare_vrf_count"", ""scope"": {""type"": ""DEVICE_PAIR"", ""host1"": ""leaf2"", ""host2"": ""leaf8""}}",,,,hybrid,pending,,d6499bef,"['asbr1.cfg', 'asbr2.cfg', 'leaf1.cfg', 'leaf10.cfg', 'leaf11.cfg', 'leaf12.cfg', 'leaf2.cfg', 'leaf3.cfg', 'leaf4.cfg', 'leaf5.cfg', 'leaf6.cfg', 'leaf7.cfg', 'leaf8.cfg', 'leaf9.cfg', 'p1.cfg', 'p10.cfg', 'p2.cfg', 'p3.cfg', 'p4.cfg', 'p5.cfg', 'p6.cfg', 'p7.cfg', 'p8.cfg', 'p9.cfg', 'pe1.cfg', 'pe2.cfg', 'pe3.cfg', 'pe4.cfg', 'pe5.cfg', 'pe6.cfg']"
COMPARE_VRF_COUNT_leaf5_p4,compare_vrf_count:dec46b6d66,compare_vrf_count,"{""type"": ""DEVICE_PAIR"", ""host1"": ""leaf5"", ""host2"": ""p4""}",Comparison_Analysis,L3,unknown,Compare the VRF counts of leaf5 and p4. [Answer format: JSON object],OK,map_str_int,"{""difference"": 0, ""host1_count"": 0, ""host2_count"": 0}","{""difference"": 0, ""host1_count"": 0, ""host2_count"": 0}",,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""compare_vrf_count"", ""scope"": {""type"": ""DEVICE_PAIR"", ""host1"": ""leaf5"", ""host2"": ""p4""}}",,,,hybrid,pending,,d6499bef,"['asbr1.cfg', 'asbr2.cfg', 'leaf1.cfg', 'leaf10.cfg', 'leaf11.cfg', 'leaf12.cfg', 'leaf2.cfg', 'leaf3.cfg', 'leaf4.cfg', 'leaf5.cfg', 'leaf6.cfg', 'leaf7.cfg', 'leaf8.cfg', 'leaf9.cfg', 'p1.cfg', 'p10.cfg', 'p2.cfg', 'p3.cfg', 'p4.cfg', 'p5.cfg', 'p6.cfg', 'p7.cfg', 'p8.cfg', 'p9.cfg', 'pe1.cfg', 'pe2.cfg', 'pe3.cfg', 'pe4.cfg', 'pe5.cfg', 'pe6.cfg']"
COMPARE_VRF_COUNT_leaf2_pe1,compare_vrf_count:821b943816,compare_vrf_count,"{""type"": ""DEVICE_PAIR"", ""host1"": ""leaf2"", ""host2"": ""pe1""}",Comparison_Analysis,L3,unknown,Compare the VRF counts of leaf2 and pe1. [Answer format: JSON object],OK,map_str_int,"{""difference"": 3, ""host1_count"": 0, ""host2_count"": 3}","{""difference"": 3, ""host1_count"": 0, ""host2_count"": 3}",,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""compare_vrf_count"", ""scope"": {""type"": ""DEVICE_PAIR"", ""host1"": ""leaf2"", ""host2"": ""pe1""}}",,,,hybrid,pending,,d6499bef,"['asbr1.cfg', 'asbr2.cfg', 'leaf1.cfg', 'leaf10.cfg', 'leaf11.cfg', 'leaf12.cfg', 'leaf2.cfg', 'leaf3.cfg', 'leaf4.cfg', 'leaf5.cfg', 'leaf6.cfg', 'leaf7.cfg', 'leaf8.cfg', 'leaf9.cfg', 'p1.cfg', 'p10.cfg', 'p2.cfg', 'p3.cfg', 'p4.cfg', 'p5.cfg', 'p6.cfg', 'p7.cfg', 'p8.cfg', 'p9.cfg', 'pe1.cfg', 'pe2.cfg', 'pe3.cfg', 'pe4.cfg', 'pe5.cfg', 'pe6.cfg']"
COMPARE_VRF_COUNT_leaf7_p9,compare_vrf_count:0d16f276e4,compare_vrf_count,"{""type"": ""DEVICE_PAIR"", ""host1"": ""leaf7"", ""host2"": ""p9""}",Comparison_Analysis,L3,unknown,Compare the VRF counts of leaf7 and p9. [Answer format: JSON object],OK,map_str_int,"{""difference"": 0, ""host1_count"": 0, ""host2_count"": 0}","{""difference"": 0, ""host1_count"": 0, ""host2_count"": 0}",,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""compare_vrf_count"", ""scope"": {""type"": ""DEVICE_PAIR"", ""host1"": ""leaf7"", ""host2"": ""p9""}}",,,,hybrid,pending,,d6499bef,"['asbr1.cfg', 'asbr2.cfg', 'leaf1.cfg', 'leaf10.cfg', 'leaf11.cfg', 'leaf12.cfg', 'leaf2.cfg', 'leaf3.cfg', 'leaf4.cfg', 'leaf5.cfg', 'leaf6.cfg', 'leaf7.cfg', 'leaf8.cfg', 'leaf9.cfg', 'p1.cfg', 'p10.cfg', 'p2.cfg', 'p3.cfg', 'p4.cfg', 'p5.cfg', 'p6.cfg', 'p7.cfg', 'p8.cfg', 'p9.cfg', 'pe1.cfg', 'pe2.cfg', 'pe3.cfg', 'pe4.cfg', 'pe5.cfg', 'pe6.cfg']"
COMPARE_VRF_COUNT_leaf2_leaf6,compare_vrf_count:4fbb9db046,compare_vrf_count,"{""type"": ""DEVICE_PAIR"", ""host1"": ""leaf2"", ""host2"": ""leaf6""}",Comparison_Analysis,L3,unknown,Compare the VRF counts of leaf2 and leaf6. [Answer format: JSON object],OK,map_str_int,"{""difference"": 0, ""host1_count"": 0, ""host2_count"": 0}","{""difference"": 0, ""host1_count"": 0, ""host2_count"": 0}",,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""compare_vrf_count"", ""scope"": {""type"": ""DEVICE_PAIR"", ""host1"": ""leaf2"", ""host2"": ""leaf6""}}",,,,hybrid,pending,,d6499bef,"['asbr1.cfg', 'asbr2.cfg', 'leaf1.cfg', 'leaf10.cfg', 'leaf11.cfg', 'leaf12.cfg', 'leaf2.cfg', 'leaf3.cfg', 'leaf4.cfg', 'leaf5.cfg', 'leaf6.cfg', 'leaf7.cfg', 'leaf8.cfg', 'leaf9.cfg', 'p1.cfg', 'p10.cfg', 'p2.cfg', 'p3.cfg', 'p4.cfg', 'p5.cfg', 'p6.cfg', 'p7.cfg', 'p8.cfg', 'p9.cfg', 'pe1.cfg', 'pe2.cfg', 'pe3.cfg', 'pe4.cfg', 'pe5.cfg', 'pe6.cfg']"
COMPARE_VRF_COUNT_leaf8_leaf9,compare_vrf_count:14bdec02f8,compare_vrf_count,"{""type"": ""DEVICE_PAIR"", ""host1"": ""leaf8"", ""host2"": ""leaf9""}",Comparison_Analysis,L3,unknown,Compare the VRF counts of leaf8 and leaf9. [Answer format: JSON object],OK,map_str_int,"{""difference"": 0, ""host1_count"": 0, ""host2_count"": 0}","{""difference"": 0, ""host1_count"": 0, ""host2_count"": 0}",,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""compare_vrf_count"", ""scope"": {""type"": ""DEVICE_PAIR"", ""host1"": ""leaf8"", ""host2"": ""leaf9""}}",,,,hybrid,pending,,d6499bef,"['asbr1.cfg', 'asbr2.cfg', 'leaf1.cfg', 'leaf10.cfg', 'leaf11.cfg', 'leaf12.cfg', 'leaf2.cfg', 'leaf3.cfg', 'leaf4.cfg', 'leaf5.cfg', 'leaf6.cfg', 'leaf7.cfg', 'leaf8.cfg', 'leaf9.cfg', 'p1.cfg', 'p10.cfg', 'p2.cfg', 'p3.cfg', 'p4.cfg', 'p5.cfg', 'p6.cfg', 'p7.cfg', 'p8.cfg', 'p9.cfg', 'pe1.cfg', 'pe2.cfg', 'pe3.cfg', 'pe4.cfg', 'pe5.cfg', 'pe6.cfg']"
COMPARE_VRF_COUNT_asbr1_p9,compare_vrf_count:023580ca9f,compare_vrf_count,"{""type"": ""DEVICE_PAIR"", ""host1"": ""asbr1"", ""host2"": ""p9""}",Comparison_Analysis,L3,unknown,Compare the VRF counts of asbr1 and p9. [Answer format: JSON object],OK,map_str_int,"{""difference"": 0, ""host1_count"": 0, ""host2_count"": 0}","{""difference"": 0, ""host1_count"": 0, ""host2_count"": 0}",,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""compare_vrf_count"", ""scope"": {""type"": ""DEVICE_PAIR"", ""host1"": ""asbr1"", ""host2"": ""p9""}}",,,,hybrid,pending,,d6499bef,"['asbr1.cfg', 'asbr2.cfg', 'leaf1.cfg', 'leaf10.cfg', 'leaf11.cfg', 'leaf12.cfg', 'leaf2.cfg', 'leaf3.cfg', 'leaf4.cfg', 'leaf5.cfg', 'leaf6.cfg', 'leaf7.cfg', 'leaf8.cfg', 'leaf9.cfg', 'p1.cfg', 'p10.cfg', 'p2.cfg', 'p3.cfg', 'p4.cfg', 'p5.cfg', 'p6.cfg', 'p7.cfg', 'p8.cfg', 'p9.cfg', 'pe1.cfg', 'pe2.cfg', 'pe3.cfg', 'pe4.cfg', 'pe5.cfg', 'pe6.cfg']"
COMPARE_VRF_COUNT_leaf11_p3,compare_vrf_count:7c3f63be6d,compare_vrf_count,"{""type"": ""DEVICE_PAIR"", ""host1"": ""leaf11"", ""host2"": ""p3""}",Comparison_Analysis,L3,unknown,Compare the VRF counts of leaf11 and p3. [Answer format: JSON object],OK,map_str_int,"{""difference"": 0, ""host1_count"": 0, ""host2_count"": 0}","{""difference"": 0, ""host1_count"": 0, ""host2_count"": 0}",,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""compare_vrf_count"", ""scope"": {""type"": ""DEVICE_PAIR"", ""host1"": ""leaf11"", ""host2"": ""p3""}}",,,,hybrid,pending,,d6499bef,"['asbr1.cfg', 'asbr2.cfg', 'leaf1.cfg', 'leaf10.cfg', 'leaf11.cfg', 'leaf12.cfg', 'leaf2.cfg', 'leaf3.cfg', 'leaf4.cfg', 'leaf5.cfg', 'leaf6.cfg', 'leaf7.cfg', 'leaf8.cfg', 'leaf9.cfg', 'p1.cfg', 'p10.cfg', 'p2.cfg', 'p3.cfg', 'p4.cfg', 'p5.cfg', 'p6.cfg', 'p7.cfg', 'p8.cfg', 'p9.cfg', 'pe1.cfg', 'pe2.cfg', 'pe3.cfg', 'pe4.cfg', 'pe5.cfg', 'pe6.cfg']"
COMPARE_VRF_COUNT_leaf11_p1,compare_vrf_count:db728086db,compare_vrf_count,"{""type"": ""DEVICE_PAIR"", ""host1"": ""leaf11"", ""host2"": ""p1""}",Comparison_Analysis,L3,unknown,Compare the VRF counts of leaf11 and p1. [Answer format: JSON object],OK,map_str_int,"{""difference"": 0, ""host1_count"": 0, ""host2_count"": 0}","{""difference"": 0, ""host1_count"": 0, ""host2_count"": 0}",,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""compare_vrf_count"", ""scope"": {""type"": ""DEVICE_PAIR"", ""host1"": ""leaf11"", ""host2"": ""p1""}}",,,,hybrid,pending,,d6499bef,"['asbr1.cfg', 'asbr2.cfg', 'leaf1.cfg', 'leaf10.cfg', 'leaf11.cfg', 'leaf12.cfg', 'leaf2.cfg', 'leaf3.cfg', 'leaf4.cfg', 'leaf5.cfg', 'leaf6.cfg', 'leaf7.cfg', 'leaf8.cfg', 'leaf9.cfg', 'p1.cfg', 'p10.cfg', 'p2.cfg', 'p3.cfg', 'p4.cfg', 'p5.cfg', 'p6.cfg', 'p7.cfg', 'p8.cfg', 'p9.cfg', 'pe1.cfg', 'pe2.cfg', 'pe3.cfg', 'pe4.cfg', 'pe5.cfg', 'pe6.cfg']"
COMPARE_BGP_AS_leaf7_p7,compare_bgp_as:b5dcaaa1ca,compare_bgp_as,"{""type"": ""DEVICE_PAIR"", ""host1"": ""leaf7"", ""host2"": ""p7""}",Comparison_Analysis,L3,unknown,"Compare the BGP AS numbers of leaf7 and p7. [Answer format: 'leaf7: AS X, p7: AS Y']",OK,text,"""leaf7: AS N/A, p7: AS 65000""","leaf7: AS N/A, p7: AS 65000",,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""compare_bgp_as"", ""scope"": {""type"": ""DEVICE_PAIR"", ""host1"": ""leaf7"", ""host2"": ""p7""}}",,,,hybrid,pending,,d6499bef,"['asbr1.cfg', 'asbr2.cfg', 'leaf1.cfg', 'leaf10.cfg', 'leaf11.cfg', 'leaf12.cfg', 'leaf2.cfg', 'leaf3.cfg', 'leaf4.cfg', 'leaf5.cfg', 'leaf6.cfg', 'leaf7.cfg', 'leaf8.cfg', 'leaf9.cfg', 'p1.cfg', 'p10.cfg', 'p2.cfg', 'p3.cfg', 'p4.cfg', 'p5.cfg', 'p6.cfg', 'p7.cfg', 'p8.cfg', 'p9.cfg', 'pe1.cfg', 'pe2.cfg', 'pe3.cfg', 'pe4.cfg', 'pe5.cfg', 'pe6.cfg']"
COMPARE_BGP_AS_leaf12_leaf2,compare_bgp_as:3e5e33f211,compare_bgp_as,"{""type"": ""DEVICE_PAIR"", ""host1"": ""leaf12"", ""host2"": ""leaf2""}",Comparison_Analysis,L3,unknown,"Compare the BGP AS numbers of leaf12 and leaf2. [Answer format: 'leaf12: AS X, leaf2: AS Y']",OK,text,"""leaf12: AS N/A, leaf2: AS N/A""","leaf12: AS N/A, leaf2: AS N/A",,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""compare_bgp_as"", ""scope"": {""type"": ""DEVICE_PAIR"", ""host1"": ""leaf12"", ""host2"": ""leaf2""}}",,,,hybrid,pending,,d6499bef,"['asbr1.cfg', 'asbr2.cfg', 'leaf1.cfg', 'leaf10.cfg', 'leaf11.cfg', 'leaf12.cfg', 'leaf2.cfg', 'leaf3.cfg', 'leaf4.cfg', 'leaf5.cfg', 'leaf6.cfg', 'leaf7.cfg', 'leaf8.cfg', 'leaf9.cfg', 'p1.cfg', 'p10.cfg', 'p2.cfg', 'p3.cfg', 'p4.cfg', 'p5.cfg', 'p6.cfg', 'p7.cfg', 'p8.cfg', 'p9.cfg', 'pe1.cfg', 'pe2.cfg', 'pe3.cfg', 'pe4.cfg', 'pe5.cfg', 'pe6.cfg']"
COMPARE_BGP_AS_p3_pe5,compare_bgp_as:ab12f0aa14,compare_bgp_as,"{""type"": ""DEVICE_PAIR"", ""host1"": ""p3"", ""host2"": ""pe5""}",Comparison_Analysis,L3,unknown,"Compare the BGP AS numbers of p3 and pe5. [Answer format: 'p3: AS X, pe5: AS Y']",OK,text,"""p3: AS N/A, pe5: AS 65001""","p3: AS N/A, pe5: AS 65001",,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""compare_bgp_as"", ""scope"": {""type"": ""DEVICE_PAIR"", ""host1"": ""p3"", ""host2"": ""pe5""}}",,,,hybrid,pending,,d6499bef,"['asbr1.cfg', 'asbr2.cfg', 'leaf1.cfg', 'leaf10.cfg', 'leaf11.cfg', 'leaf12.cfg', 'leaf2.cfg', 'leaf3.cfg', 'leaf4.cfg', 'leaf5.cfg', 'leaf6.cfg', 'leaf7.cfg', 'leaf8.cfg', 'leaf9.cfg', 'p1.cfg', 'p10.cfg', 'p2.cfg', 'p3.cfg', 'p4.cfg', 'p5.cfg', 'p6.cfg', 'p7.cfg', 'p8.cfg', 'p9.cfg', 'pe1.cfg', 'pe2.cfg', 'pe3.cfg', 'pe4.cfg', 'pe5.cfg', 'pe6.cfg']"
