id,id_v2,metric,scope,category,level,question,answer_status,answer_type,answer,eval_answer,unknown_reason,evidence,scenario,query_contract,verification_contract,oracle_source,verification_status,quarantine_reason,pipeline_version,files
NEIGHBOR_LIST_IBGP_p1,neighbor_list_ibgp:980d4425bd,neighbor_list_ibgp,"{'type': 'DEVICE', 'host': 'p1'}",Routing_Inventory,L1,p1 장비와 iBGP로 연결된 피어들의 IP 주소 목록을 알려주세요. [답변 형식: 리스트],NOT_CONFIGURED,set,[],NOT_CONFIGURED,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""neighbor_list_ibgp"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p1""}}",,,,builder_core,pending,,db62dec,['p1.cfg']
NEIGHBOR_LIST_IBGP_leaf6,neighbor_list_ibgp:0f4017add8,neighbor_list_ibgp,"{'type': 'DEVICE', 'host': 'leaf6'}",Routing_Inventory,L1,leaf6 장비와 iBGP로 연결된 피어들의 IP 주소 목록을 알려주세요. [답변 형식: 리스트],NOT_CONFIGURED,set,[],NOT_CONFIGURED,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""neighbor_list_ibgp"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf6""}}",,,,builder_core,pending,,db62dec,['leaf6.cfg']
NEIGHBOR_LIST_IBGP_pe2,neighbor_list_ibgp:3603999311,neighbor_list_ibgp,"{'type': 'DEVICE', 'host': 'pe2'}",Routing_Inventory,L1,pe2 장비와 iBGP로 연결된 피어들의 IP 주소 목록을 알려주세요. [답변 형식: 리스트],OK,set,"[""10.255.0.11"", ""10.255.0.22""]","[""10.255.0.11"", ""10.255.0.22""]",,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""neighbor_list_ibgp"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe2""}}",,,,builder_core,pending,,db62dec,"['pe1.cfg', 'pe2.cfg', 'pe4.cfg']"
NEIGHBOR_LIST_IBGP_p7,neighbor_list_ibgp:51589f45e8,neighbor_list_ibgp,"{'type': 'DEVICE', 'host': 'p7'}",Routing_Inventory,L1,p7 장비와 iBGP로 연결된 피어들의 IP 주소 목록을 알려주세요. [답변 형식: 리스트],NOT_CONFIGURED,set,[],NOT_CONFIGURED,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""neighbor_list_ibgp"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p7""}}",,,,builder_core,pending,,db62dec,['p7.cfg']
NEIGHBOR_LIST_IBGP_leaf4,neighbor_list_ibgp:45a2dbebe1,neighbor_list_ibgp,"{'type': 'DEVICE', 'host': 'leaf4'}",Routing_Inventory,L1,leaf4 장비와 iBGP로 연결된 피어들의 IP 주소 목록을 알려주세요. [답변 형식: 리스트],NOT_CONFIGURED,set,[],NOT_CONFIGURED,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""neighbor_list_ibgp"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf4""}}",,,,builder_core,pending,,db62dec,['leaf4.cfg']
NEIGHBOR_LIST_IBGP_p3,neighbor_list_ibgp:40d255b5d8,neighbor_list_ibgp,"{'type': 'DEVICE', 'host': 'p3'}",Routing_Inventory,L1,p3 장비와 iBGP로 연결된 피어들의 IP 주소 목록을 알려주세요. [답변 형식: 리스트],NOT_CONFIGURED,set,[],NOT_CONFIGURED,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""neighbor_list_ibgp"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p3""}}",,,,builder_core,pending,,db62dec,['p3.cfg']
NEIGHBOR_LIST_IBGP_leaf7,neighbor_list_ibgp:66e16ac9ac,neighbor_list_ibgp,"{'type': 'DEVICE', 'host': 'leaf7'}",Routing_Inventory,L1,leaf7 장비와 iBGP로 연결된 피어들의 IP 주소 목록을 알려주세요. [답변 형식: 리스트],NOT_CONFIGURED,set,[],NOT_CONFIGURED,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""neighbor_list_ibgp"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf7""}}",,,,builder_core,pending,,db62dec,['leaf7.cfg']
NEIGHBOR_LIST_IBGP_pe3,neighbor_list_ibgp:6ad90347c4,neighbor_list_ibgp,"{'type': 'DEVICE', 'host': 'pe3'}",Routing_Inventory,L1,pe3 장비와 iBGP로 연결된 피어들의 IP 주소 목록을 알려주세요. [답변 형식: 리스트],OK,set,"[""10.255.0.11"", ""10.255.0.22""]","[""10.255.0.11"", ""10.255.0.22""]",,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""neighbor_list_ibgp"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe3""}}",,,,builder_core,pending,,db62dec,"['pe1.cfg', 'pe3.cfg', 'pe4.cfg']"
NEIGHBOR_LIST_IBGP_leaf2,neighbor_list_ibgp:6e35c43dba,neighbor_list_ibgp,"{'type': 'DEVICE', 'host': 'leaf2'}",Routing_Inventory,L1,leaf2 장비와 iBGP로 연결된 피어들의 IP 주소 목록을 알려주세요. [답변 형식: 리스트],NOT_CONFIGURED,set,[],NOT_CONFIGURED,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""neighbor_list_ibgp"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf2""}}",,,,builder_core,pending,,db62dec,['leaf2.cfg']
NEIGHBOR_LIST_IBGP_p4,neighbor_list_ibgp:8eb660897d,neighbor_list_ibgp,"{'type': 'DEVICE', 'host': 'p4'}",Routing_Inventory,L1,p4 장비와 iBGP로 연결된 피어들의 IP 주소 목록을 알려주세요. [답변 형식: 리스트],NOT_CONFIGURED,set,[],NOT_CONFIGURED,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""neighbor_list_ibgp"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p4""}}",,,,builder_core,pending,,db62dec,['p4.cfg']
NEIGHBOR_LIST_IBGP_p2,neighbor_list_ibgp:f84ad4329a,neighbor_list_ibgp,"{'type': 'DEVICE', 'host': 'p2'}",Routing_Inventory,L1,p2 장비와 iBGP로 연결된 피어들의 IP 주소 목록을 알려주세요. [답변 형식: 리스트],NOT_CONFIGURED,set,[],NOT_CONFIGURED,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""neighbor_list_ibgp"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p2""}}",,,,builder_core,pending,,db62dec,['p2.cfg']
NEIGHBOR_LIST_EBGP_p7,neighbor_list_ebgp:51589f45e8,neighbor_list_ebgp,"{'type': 'DEVICE', 'host': 'p7'}",Routing_Inventory,L1,p7 장비와 eBGP로 연결된 피어들의 IP 주소 목록을 알려주세요. [답변 형식: 리스트],NOT_CONFIGURED,set,[],NOT_CONFIGURED,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""neighbor_list_ebgp"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p7""}}",,,,builder_core,pending,,db62dec,['p7.cfg']
NEIGHBOR_LIST_EBGP_p8,neighbor_list_ebgp:d61ee73c24,neighbor_list_ebgp,"{'type': 'DEVICE', 'host': 'p8'}",Routing_Inventory,L1,p8 장비와 eBGP로 연결된 피어들의 IP 주소 목록을 알려주세요. [답변 형식: 리스트],NOT_CONFIGURED,set,[],NOT_CONFIGURED,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""neighbor_list_ebgp"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p8""}}",,,,builder_core,pending,,db62dec,['p8.cfg']
NEIGHBOR_LIST_EBGP_pe4,neighbor_list_ebgp:a2fc790735,neighbor_list_ebgp,"{'type': 'DEVICE', 'host': 'pe4'}",Routing_Inventory,L1,pe4 장비와 eBGP로 연결된 피어들의 IP 주소 목록을 알려주세요. [답변 형식: 리스트],NOT_CONFIGURED,set,[],NOT_CONFIGURED,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""neighbor_list_ebgp"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe4""}}",,,,builder_core,pending,,db62dec,['pe4.cfg']
NEIGHBOR_LIST_EBGP_leaf5,neighbor_list_ebgp:c889ccb7cb,neighbor_list_ebgp,"{'type': 'DEVICE', 'host': 'leaf5'}",Routing_Inventory,L1,leaf5 장비와 eBGP로 연결된 피어들의 IP 주소 목록을 알려주세요. [답변 형식: 리스트],NOT_CONFIGURED,set,[],NOT_CONFIGURED,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""neighbor_list_ebgp"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf5""}}",,,,builder_core,pending,,db62dec,['leaf5.cfg']
NEIGHBOR_LIST_EBGP_leaf3,neighbor_list_ebgp:6a7c231d8b,neighbor_list_ebgp,"{'type': 'DEVICE', 'host': 'leaf3'}",Routing_Inventory,L1,leaf3 장비와 eBGP로 연결된 피어들의 IP 주소 목록을 알려주세요. [답변 형식: 리스트],NOT_CONFIGURED,set,[],NOT_CONFIGURED,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""neighbor_list_ebgp"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf3""}}",,,,builder_core,pending,,db62dec,['leaf3.cfg']
NEIGHBOR_LIST_EBGP_p2,neighbor_list_ebgp:f84ad4329a,neighbor_list_ebgp,"{'type': 'DEVICE', 'host': 'p2'}",Routing_Inventory,L1,p2 장비와 eBGP로 연결된 피어들의 IP 주소 목록을 알려주세요. [답변 형식: 리스트],NOT_CONFIGURED,set,[],NOT_CONFIGURED,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""neighbor_list_ebgp"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p2""}}",,,,builder_core,pending,,db62dec,['p2.cfg']
NEIGHBOR_LIST_EBGP_pe3,neighbor_list_ebgp:6ad90347c4,neighbor_list_ebgp,"{'type': 'DEVICE', 'host': 'pe3'}",Routing_Inventory,L1,pe3 장비와 eBGP로 연결된 피어들의 IP 주소 목록을 알려주세요. [답변 형식: 리스트],NOT_CONFIGURED,set,[],NOT_CONFIGURED,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""neighbor_list_ebgp"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe3""}}",,,,builder_core,pending,,db62dec,['pe3.cfg']
NEIGHBOR_LIST_EBGP_pe1,neighbor_list_ebgp:4f36bb8808,neighbor_list_ebgp,"{'type': 'DEVICE', 'host': 'pe1'}",Routing_Inventory,L1,pe1 장비와 eBGP로 연결된 피어들의 IP 주소 목록을 알려주세요. [답변 형식: 리스트],NOT_CONFIGURED,set,[],NOT_CONFIGURED,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""neighbor_list_ebgp"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe1""}}",,,,builder_core,pending,,db62dec,['pe1.cfg']
NEIGHBOR_LIST_EBGP_leaf4,neighbor_list_ebgp:45a2dbebe1,neighbor_list_ebgp,"{'type': 'DEVICE', 'host': 'leaf4'}",Routing_Inventory,L1,leaf4 장비와 eBGP로 연결된 피어들의 IP 주소 목록을 알려주세요. [답변 형식: 리스트],NOT_CONFIGURED,set,[],NOT_CONFIGURED,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""neighbor_list_ebgp"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf4""}}",,,,builder_core,pending,,db62dec,['leaf4.cfg']
NEIGHBOR_LIST_EBGP_pe2,neighbor_list_ebgp:3603999311,neighbor_list_ebgp,"{'type': 'DEVICE', 'host': 'pe2'}",Routing_Inventory,L1,pe2 장비와 eBGP로 연결된 피어들의 IP 주소 목록을 알려주세요. [답변 형식: 리스트],NOT_CONFIGURED,set,[],NOT_CONFIGURED,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""neighbor_list_ebgp"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe2""}}",,,,builder_core,pending,,db62dec,['pe2.cfg']
NEIGHBOR_LIST_EBGP_leaf1,neighbor_list_ebgp:f3e677391b,neighbor_list_ebgp,"{'type': 'DEVICE', 'host': 'leaf1'}",Routing_Inventory,L1,leaf1 장비와 eBGP로 연결된 피어들의 IP 주소 목록을 알려주세요. [답변 형식: 리스트],NOT_CONFIGURED,set,[],NOT_CONFIGURED,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""neighbor_list_ebgp"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf1""}}",,,,builder_core,pending,,db62dec,['leaf1.cfg']
NEIGHBOR_LIST_EBGP_leaf7,neighbor_list_ebgp:66e16ac9ac,neighbor_list_ebgp,"{'type': 'DEVICE', 'host': 'leaf7'}",Routing_Inventory,L1,leaf7 장비와 eBGP로 연결된 피어들의 IP 주소 목록을 알려주세요. [답변 형식: 리스트],NOT_CONFIGURED,set,[],NOT_CONFIGURED,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""neighbor_list_ebgp"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf7""}}",,,,builder_core,pending,,db62dec,['leaf7.cfg']
NEIGHBOR_LIST_EBGP_leaf2,neighbor_list_ebgp:6e35c43dba,neighbor_list_ebgp,"{'type': 'DEVICE', 'host': 'leaf2'}",Routing_Inventory,L1,leaf2 장비와 eBGP로 연결된 피어들의 IP 주소 목록을 알려주세요. [답변 형식: 리스트],NOT_CONFIGURED,set,[],NOT_CONFIGURED,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""neighbor_list_ebgp"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf2""}}",,,,builder_core,pending,,db62dec,['leaf2.cfg']
NEIGHBOR_LIST_EBGP_p4,neighbor_list_ebgp:8eb660897d,neighbor_list_ebgp,"{'type': 'DEVICE', 'host': 'p4'}",Routing_Inventory,L1,p4 장비와 eBGP로 연결된 피어들의 IP 주소 목록을 알려주세요. [답변 형식: 리스트],NOT_CONFIGURED,set,[],NOT_CONFIGURED,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""neighbor_list_ebgp"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p4""}}",,,,builder_core,pending,,db62dec,['p4.cfg']
NEIGHBOR_LIST_EBGP_p5,neighbor_list_ebgp:5991ac5b4f,neighbor_list_ebgp,"{'type': 'DEVICE', 'host': 'p5'}",Routing_Inventory,L1,p5 장비와 eBGP로 연결된 피어들의 IP 주소 목록을 알려주세요. [답변 형식: 리스트],NOT_CONFIGURED,set,[],NOT_CONFIGURED,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""neighbor_list_ebgp"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p5""}}",,,,builder_core,pending,,db62dec,['p5.cfg']
NEIGHBOR_LIST_EBGP_leaf6,neighbor_list_ebgp:0f4017add8,neighbor_list_ebgp,"{'type': 'DEVICE', 'host': 'leaf6'}",Routing_Inventory,L1,leaf6 장비와 eBGP로 연결된 피어들의 IP 주소 목록을 알려주세요. [답변 형식: 리스트],NOT_CONFIGURED,set,[],NOT_CONFIGURED,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""neighbor_list_ebgp"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf6""}}",,,,builder_core,pending,,db62dec,['leaf6.cfg']
NEIGHBOR_LIST_EBGP_p1,neighbor_list_ebgp:980d4425bd,neighbor_list_ebgp,"{'type': 'DEVICE', 'host': 'p1'}",Routing_Inventory,L1,p1 장비와 eBGP로 연결된 피어들의 IP 주소 목록을 알려주세요. [답변 형식: 리스트],NOT_CONFIGURED,set,[],NOT_CONFIGURED,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""neighbor_list_ebgp"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p1""}}",,,,builder_core,pending,,db62dec,['p1.cfg']
NEIGHBOR_LIST_EBGP_leaf8,neighbor_list_ebgp:a81bf37e92,neighbor_list_ebgp,"{'type': 'DEVICE', 'host': 'leaf8'}",Routing_Inventory,L1,leaf8 장비와 eBGP로 연결된 피어들의 IP 주소 목록을 알려주세요. [답변 형식: 리스트],NOT_CONFIGURED,set,[],NOT_CONFIGURED,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""neighbor_list_ebgp"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf8""}}",,,,builder_core,pending,,db62dec,['leaf8.cfg']
NEIGHBOR_LIST_EBGP_p6,neighbor_list_ebgp:e05ff65dc3,neighbor_list_ebgp,"{'type': 'DEVICE', 'host': 'p6'}",Routing_Inventory,L1,p6 장비와 eBGP로 연결된 피어들의 IP 주소 목록을 알려주세요. [답변 형식: 리스트],NOT_CONFIGURED,set,[],NOT_CONFIGURED,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""neighbor_list_ebgp"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p6""}}",,,,builder_core,pending,,db62dec,['p6.cfg']
NEIGHBOR_LIST_EBGP_p3,neighbor_list_ebgp:40d255b5d8,neighbor_list_ebgp,"{'type': 'DEVICE', 'host': 'p3'}",Routing_Inventory,L1,p3 장비와 eBGP로 연결된 피어들의 IP 주소 목록을 알려주세요. [답변 형식: 리스트],NOT_CONFIGURED,set,[],NOT_CONFIGURED,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""neighbor_list_ebgp"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p3""}}",,,,builder_core,pending,,db62dec,['p3.cfg']
OSPF_PROCESS_IDS_SET_leaf8,ospf_process_ids_set:a81bf37e92,ospf_process_ids_set,"{'type': 'DEVICE', 'host': 'leaf8'}",Routing_Inventory,L1,leaf8 장비에 설정된 OSPF 프로세스 ID 목록을 알려주세요. [답변 형식: 리스트],NOT_CONFIGURED,set,[],NOT_CONFIGURED,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""ospf_process_ids_set"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf8""}}",,,,builder_core,pending,,db62dec,['leaf8.cfg']
OSPF_PROCESS_IDS_SET_leaf4,ospf_process_ids_set:45a2dbebe1,ospf_process_ids_set,"{'type': 'DEVICE', 'host': 'leaf4'}",Routing_Inventory,L1,leaf4 장비에 설정된 OSPF 프로세스 ID 목록을 알려주세요. [답변 형식: 리스트],NOT_CONFIGURED,set,[],NOT_CONFIGURED,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""ospf_process_ids_set"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf4""}}",,,,builder_core,pending,,db62dec,['leaf4.cfg']
OSPF_PROCESS_IDS_SET_p4,ospf_process_ids_set:8eb660897d,ospf_process_ids_set,"{'type': 'DEVICE', 'host': 'p4'}",Routing_Inventory,L1,p4 장비에 설정된 OSPF 프로세스 ID 목록을 알려주세요. [답변 형식: 리스트],OK,set,"[""1""]","[""1""]",,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""ospf_process_ids_set"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p4""}}",,,,builder_core,pending,,db62dec,['p4.cfg']
OSPF_PROCESS_IDS_SET_p7,ospf_process_ids_set:51589f45e8,ospf_process_ids_set,"{'type': 'DEVICE', 'host': 'p7'}",Routing_Inventory,L1,p7 장비에 설정된 OSPF 프로세스 ID 목록을 알려주세요. [답변 형식: 리스트],OK,set,"[""1""]","[""1""]",,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""ospf_process_ids_set"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p7""}}",,,,builder_core,pending,,db62dec,['p7.cfg']
OSPF_PROCESS_IDS_SET_leaf3,ospf_process_ids_set:6a7c231d8b,ospf_process_ids_set,"{'type': 'DEVICE', 'host': 'leaf3'}",Routing_Inventory,L1,leaf3 장비에 설정된 OSPF 프로세스 ID 목록을 알려주세요. [답변 형식: 리스트],NOT_CONFIGURED,set,[],NOT_CONFIGURED,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""ospf_process_ids_set"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf3""}}",,,,builder_core,pending,,db62dec,['leaf3.cfg']
OSPF_PROCESS_IDS_SET_p2,ospf_process_ids_set:f84ad4329a,ospf_process_ids_set,"{'type': 'DEVICE', 'host': 'p2'}",Routing_Inventory,L1,p2 장비에 설정된 OSPF 프로세스 ID 목록을 알려주세요. [답변 형식: 리스트],OK,set,"[""1""]","[""1""]",,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""ospf_process_ids_set"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p2""}}",,,,builder_core,pending,,db62dec,['p2.cfg']
OSPF_PROCESS_IDS_SET_pe4,ospf_process_ids_set:a2fc790735,ospf_process_ids_set,"{'type': 'DEVICE', 'host': 'pe4'}",Routing_Inventory,L1,pe4 장비에 설정된 OSPF 프로세스 ID 목록을 알려주세요. [답변 형식: 리스트],OK,set,"[""1""]","[""1""]",,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""ospf_process_ids_set"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe4""}}",,,,builder_core,pending,,db62dec,['pe4.cfg']
OSPF_PROCESS_IDS_SET_pe1,ospf_process_ids_set:4f36bb8808,ospf_process_ids_set,"{'type': 'DEVICE', 'host': 'pe1'}",Routing_Inventory,L1,pe1 장비에 설정된 OSPF 프로세스 ID 목록을 알려주세요. [답변 형식: 리스트],OK,set,"[""1""]","[""1""]",,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""ospf_process_ids_set"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe1""}}",,,,builder_core,pending,,db62dec,['pe1.cfg']
OSPF_PROCESS_IDS_SET_pe3,ospf_process_ids_set:6ad90347c4,ospf_process_ids_set,"{'type': 'DEVICE', 'host': 'pe3'}",Routing_Inventory,L1,pe3 장비에 설정된 OSPF 프로세스 ID 목록을 알려주세요. [답변 형식: 리스트],OK,set,"[""1""]","[""1""]",,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""ospf_process_ids_set"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe3""}}",,,,builder_core,pending,,db62dec,['pe3.cfg']
OSPF_PROCESS_IDS_SET_p8,ospf_process_ids_set:d61ee73c24,ospf_process_ids_set,"{'type': 'DEVICE', 'host': 'p8'}",Routing_Inventory,L1,p8 장비에 설정된 OSPF 프로세스 ID 목록을 알려주세요. [답변 형식: 리스트],OK,set,"[""1""]","[""1""]",,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""ospf_process_ids_set"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p8""}}",,,,builder_core,pending,,db62dec,['p8.cfg']
OSPF_PROCESS_IDS_SET_leaf6,ospf_process_ids_set:0f4017add8,ospf_process_ids_set,"{'type': 'DEVICE', 'host': 'leaf6'}",Routing_Inventory,L1,leaf6 장비에 설정된 OSPF 프로세스 ID 목록을 알려주세요. [답변 형식: 리스트],NOT_CONFIGURED,set,[],NOT_CONFIGURED,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""ospf_process_ids_set"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf6""}}",,,,builder_core,pending,,db62dec,['leaf6.cfg']
OSPF_PROCESS_IDS_SET_leaf5,ospf_process_ids_set:c889ccb7cb,ospf_process_ids_set,"{'type': 'DEVICE', 'host': 'leaf5'}",Routing_Inventory,L1,leaf5 장비에 설정된 OSPF 프로세스 ID 목록을 알려주세요. [답변 형식: 리스트],NOT_CONFIGURED,set,[],NOT_CONFIGURED,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""ospf_process_ids_set"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf5""}}",,,,builder_core,pending,,db62dec,['leaf5.cfg']
OSPF_PROCESS_IDS_SET_pe2,ospf_process_ids_set:3603999311,ospf_process_ids_set,"{'type': 'DEVICE', 'host': 'pe2'}",Routing_Inventory,L1,pe2 장비에 설정된 OSPF 프로세스 ID 목록을 알려주세요. [답변 형식: 리스트],OK,set,"[""1""]","[""1""]",,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""ospf_process_ids_set"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe2""}}",,,,builder_core,pending,,db62dec,['pe2.cfg']
OSPF_PROCESS_IDS_SET_leaf2,ospf_process_ids_set:6e35c43dba,ospf_process_ids_set,"{'type': 'DEVICE', 'host': 'leaf2'}",Routing_Inventory,L1,leaf2 장비에 설정된 OSPF 프로세스 ID 목록을 알려주세요. [답변 형식: 리스트],NOT_CONFIGURED,set,[],NOT_CONFIGURED,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""ospf_process_ids_set"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf2""}}",,,,builder_core,pending,,db62dec,['leaf2.cfg']
OSPF_PROCESS_IDS_SET_p6,ospf_process_ids_set:e05ff65dc3,ospf_process_ids_set,"{'type': 'DEVICE', 'host': 'p6'}",Routing_Inventory,L1,p6 장비에 설정된 OSPF 프로세스 ID 목록을 알려주세요. [답변 형식: 리스트],OK,set,"[""1""]","[""1""]",,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""ospf_process_ids_set"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p6""}}",,,,builder_core,pending,,db62dec,['p6.cfg']
OSPF_PROCESS_IDS_SET_p1,ospf_process_ids_set:980d4425bd,ospf_process_ids_set,"{'type': 'DEVICE', 'host': 'p1'}",Routing_Inventory,L1,p1 장비에 설정된 OSPF 프로세스 ID 목록을 알려주세요. [답변 형식: 리스트],OK,set,"[""1""]","[""1""]",,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""ospf_process_ids_set"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p1""}}",,,,builder_core,pending,,db62dec,['p1.cfg']
OSPF_PROCESS_IDS_SET_p3,ospf_process_ids_set:40d255b5d8,ospf_process_ids_set,"{'type': 'DEVICE', 'host': 'p3'}",Routing_Inventory,L1,p3 장비에 설정된 OSPF 프로세스 ID 목록을 알려주세요. [답변 형식: 리스트],OK,set,"[""1""]","[""1""]",,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""ospf_process_ids_set"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p3""}}",,,,builder_core,pending,,db62dec,['p3.cfg']
OSPF_PROCESS_IDS_SET_p5,ospf_process_ids_set:5991ac5b4f,ospf_process_ids_set,"{'type': 'DEVICE', 'host': 'p5'}",Routing_Inventory,L1,p5 장비에 설정된 OSPF 프로세스 ID 목록을 알려주세요. [답변 형식: 리스트],OK,set,"[""1""]","[""1""]",,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""ospf_process_ids_set"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p5""}}",,,,builder_core,pending,,db62dec,['p5.cfg']
